gene_name	length
PST_3654	894
rpsR	231
rpsF	417
PST_3657	2157
PST_3658	756
vacB	2502
PST_3660	87
PST_3661	156
PST_3662	87
purA	1203
hisZ	1188
hflC	867
hflK	1179
hflX	1260
hfq	255
miaA	999
mutL	1878
amiB	1428
PST_3672	471
PST_3673	1491
PST_3674	996
ftsH-2	1806
PST_3676	291
PST_3677	630
mpl	1458
PST_3679	1521
PST_3680	1449
eutB	1392
eutC	783
PST_3683	1572
PST_3684	429
PST_3685	891
ppa-1	528
PST_3687	1401
PST_3688	564
PST_3689	936
PST_3690	2067
PST_3691	1047
PST_3692	1179
PST_3693	3117
PST_3694	1038
PST_3695	765
PST_3696	831
PST_3697	177
PST_3698	1260
PST_3699	1320
PST_3700	1128
PST_3701	588
PST_3702	1785
PST_3703	762
xseB	342
ispA	888
dxs	1899
PST_3707	594
PST_3708	681
PST_3709	429
PST_3710	828
PST_3711	807
PST_3712	2526
PST_3713	501
PST_3714	417
PST_3715	891
PST_3716	570
PST_3717	393
PST_3718	189
PST_3719	630
PST_3720	1269
PST_3721	1572
PST_3722	1080
PST_3723	852
PST_3724	699
PST_3725	3549
ureD-2	1089
ureA	303
ureB	306
ureC	1782
PST_3730	1182
PST_3731	396
PST_3732	726
bcpA	864
PST_3734	873
PST_3735	570
ureE	501
ureF-2	594
ureG	615
ureJ	573
PST_3740	360
PST_3741	2043
amn	1473
PST_3743	1470
PST_3744	741
PST_3745	2238
PST_3746	675
PST_3747	1788
PST_3748	870
PST_3749	633
PST_3750	924
PST_3751	300
PST_3752	897
PST_3753	1005
PST_3754	1860
PST_3755	2001
thiD	864
thiE	642
hemL	1284
PST_3760	537
miaB	1221
PST_3762	1008
PST_3763	483
PST_3764	843
lnt	1554
PST_3766	774
PST_3767	453
leuS	2721
PST_3769	606
holA	1032
PST_3771	201
PST_3772	1341
PST_3773	399
lipA	978
lipB	660
dacA	1158
PST_3778	993
mltB	978
rodA	1146
mrdA-2	1890
PST_3782	468
PST_3783	360
nadD	603
proA	1266
PST_3786	1452
PST_3787	585
PST_3788	717
PST_3789	363
PST_3790	597
PST_3791	1674
PST_3792	642
orn	543
PST_3794	807
PST_3795	1074
motA	852
PST_3798	1524
rhdA	816
psd	894
PST_3801	1842
PST_3802	1962
PST_3803	1074
serB	1251
PST_3806	717
parC	2253
PST_3809	984
parE	2013
PST_3811	681
PST_3812	801
PST_3813	447
PST_3814	618
PST_3815	837
thiC	1884
PST_3817	1488
kdtA	1269
PST_3819	360
PST_3820	1176
PST_3821	810
PST_3822	888
PST_3823	1371
PST_3824	267
rfaE	1422
PST_3826	888
PST_3827	1356
PST_3828	897
PST_3829	681
msbA	1839
PST_3831	609
PST_3832	1173
PST_3833	801
PST_3834	951
PST_3835	1053
PST_3836	567
PST_3837	1131
PST_3838	699
wbpE	1161
PST_3840	864
PST_3841	1101
PST_3842	1755
PST_3843	1452
PST_3844	705
PST_3845	717
waaP	927
waaG	1122
waaC	843
waaF	1098
ilvE	924
glnE	2946
aceE	2646
aceF	1665
PST_3854	528
PST_3855	2673
msrA	738
PST_3857	105
PST_3858	1779
PST_3859	1203
PST_3860	1860
PST_3861	249
bioD	735
bioC	798
bioH	726
bioF	1179
bioB	1056
PST_3867	705
PST_3868	975
PST_3869	840
PST_3870	1044
crtZ	534
PST_3873	1518
PST_3874	1167
PST_3875	1287
PST_3876	1041
PST_3877	891
PST_3878	1803
PST_3880	3291
PST_3881	1461
PST_3882	1191
PST_3883	504
PST_3884	819
PST_3885	3513
PST_3886	159
PST_3887	1011
PST_3888	198
PST_3889	834
PST_3890	1377
PST_3891	759
PST_3892	513
PST_3893	909
treA	1671
rarD-1	891
PST_3897	525
PST_3898	2181
PST_3899	1959
PST_3900	708
PST_3901	519
PST_3902	1770
PST_3903	519
PST_3904	510
dbpA	1539
PST_3906	2259
PST_3907	729
PST_3908	1182
PST_3909	183
PST_3910	330
PST_3911	2256
PST_3912	474
PST_3913	342
PST_3914	624
PST_3915	381
fda	1065
PST_3917	336
pgk	1254
epd	1047
tktA	1998
PST_3921	939
PST_3922	114
PST_3923	882
PST_3924	603
PST_3925	1002
metK	1191
PST_3927	336
PST_3928	762
PST_3929	1026
PST_3930	1332
ligB	1794
PST_3932	381
PST_3933	450
PST_3934	438
sahH	1407
metF	852
PST_3937	1830
oprM	1422
ttgB	3138
ttgA	1140
PST_3941	576
PST_3942	555
PST_3943	189
bioA	1251
PST_3945	717
PST_3946	471
PST_3947	1053
PST_3948	7335
pilK	867
pilJ	2049
pilI	528
pilH	366
pilG	378
gshB	951
PST_3955	954
algH	570
pyrR	516
pyrB	1017
PST_3961	396
PST_3962	1242
PST_3963	834
pilU	1065
pilT	1035
PST_3966	690
proC	786
PST_3968	591
PST_3969	1962
metX	1140
metW	600
PST_3972	423
PST_3973	594
PST_3974	1179
PST_3975	324
PST_3976	363
arcD-2	1428
arcA-2	1257
arcB-2	1011
arcC-2	930
PST_3981	1338
trmB	717
thiG	795
thiS	258
PST_3985	375
mtgA	729
PST_3987	1929
PST_3988	2394
rpoH	855
ftsX	1020
ftsE	669
ftsY	1434
PST_3993	1353
PST_3994	1566
PST_3995	618
PST_3997	465
PST_3996	1197
PST_3998	735
PST_3999	1380
PST_4000	582
PST_4001	1596
coaD	612
fdx1	252
PST_4005	1791
PST_4006	375
mutM	813
PST_4008	948
pfpI	540
PST_4010	1197
PST_4011	849
ilvD	1839
PST_4013	1881
PST_4014	1122
PST_4015	456
PST_4016	648
folA	741
glpQ	1062
PST_4019	1395
PST_4020	1374
PST_4021	870
PST_4022	915
phoU	645
PST_4024	828
PST_4025	1671
PST_4026	2277
PST_4027	966
PST_4028	513
PST_4029	1203
PST_4030	987
PST_4031	480
recD	1851
recB	3549
recC	3279
PST_4035	888
PST_4036	1680
PST_4037	1023
PST_4038	1515
PST_4039	444
PST_4040	975
PST_4041	1263
tctD	816
PST_4044	1926
PST_4045	1545
PST_4046	186
aer	1848
PST_4048	966
PST_4049	2553
PST_4050	1230
PST_4051	528
PST_4052	792
algB	1347
PST_4055	405
PST_4056	789
PST_4057	1866
PST_4058	870
dsbA	630
PST_4060	606
engB	684
gcvP-2	2877
gcvH1	390
gcvT	1083
PST_4065	1617
PST_4066	1002
ubiF	1221
ubiH	1179
pepP	1287
PST_4071	570
PST_4072	210
PST_4073	606
PST_4074	153
PST_4075	504
PST_4076	1086
secB	495
grx	255
PST_4079	414
gpmA	1548
PST_4081	1074
PST_4082	1323
PST_4083	792
PST_4084	747
PST_4085	144
PST_4086	747
hisF1	771
hisA	744
PST_4089	261
hisB	594
nasR	1302
nasF	1332
nasE	792
nasD	783
PST_4095	438
PST_4096	2223
mutY	1068
PST_4099	76
PST_4100	531
PST_4101	744
PST_4102	2055
PST_4103	960
PST_4104	756
PST_4105	696
PST_4106	690
PST_4107	903
PST_4108	225
PST_4109	948
PST_4110	1260
PST_4111	1830
madM	765
madL	417
PST_4114	927
PST_4115	618
mdcE	786
mdcD	867
mdcC	300
mdcB	873
mdcA	1668
PST_4121	870
phnN	555
PST_4123	429
PST_4124	954
PST_4125	2025
PST_4126	375
PST_4127	138
PST_4128	720
PST_4129	1170
PST_4131	1203
PST_4130	426
PST_4132	417
PST_4133	843
PST_4134	1374
PST_4135	216
PST_4136	843
PST_4137	765
PST_4138	393
PST_4139	504
ushA	1818
PST_4141	540
PST_4142	441
PST_4143	621
PST_4144	1836
PST_4145	1293
PST_4146	459
PST_4147	447
PST_4148	540
PST_4149	918
PST_4150	1086
PST_4151	198
pgm	1665
adhA	984
PST_4154	426
PST_4155	489
prlC	2223
PST_4157	768
PST_4158	1071
PST_4159	1314
PST_4160	753
PST_4161	1539
PST_4162	267
coxB	1110
coxA	1527
ctaG	576
coIII	897
PST_4167	216
PST_4168	738
PST_4169	579
PST_4170	1056
cyoE-1	900
PST_4172	636
PST_4173	1236
PST_4174	2454
PST_4175	963
PST_4176	516
PST_4177	531
PST_4178	363
PST_4179	987
PST_4180	375
PST_4181	408
PST_4182	2271
PST_4183	477
PST_4184	2406
PST_4185	555
glmS	1851
PST_4187	783
PST_4188	612
glmU	1359
atpC	435
atpD	1377
atpG	867
atpA	1545
atpH	537
atpF	471
atpE	228
atpB	873
atpI	327
parB	873
PST_4200	789
gidB	648
gidA	1893
PST_4203	366
PST_4204	261
PST_4205	345
PST_4206	1521
PST_4207	384
PST_4208	402
PST_4209	2310
trmE	1368
yidC	1671
PST_4212	246
rnpA	396
rpmH	135
