locus_id	gene_name	tube_1	tube_2	tube_3	tube_4	tube_5	tube_6	tube_7	tube_8	flask_1	flask_2	flask_3	flask_4	flask_5	flask_6	flask_7	flask_8
ECDH10B_3609	gntU	7.0	121.0	46.0	64.0	32.0	43.0	15.0	0.0	113.0	186.0	33.0	33.0	20.0	164.0	20.0	28.0
ECDH10B_3588	gntX	169.0	209.0	67.0	336.0	66.0	167.0	17.0	0.0	230.0	745.0	124.0	253.0	157.0	1195.0	217.0	399.0
ECDH10B_3589	gntY	294.0	575.0	514.0	2907.0	332.0	572.0	22.0	39.0	364.0	1409.0	942.0	967.0	443.0	7021.0	564.0	1727.0
ECDH10B_3676	gor	525.0	791.0	423.0	1673.0	221.0	526.0	43.0	0.0	1052.0	2295.0	597.0	663.0	618.0	5113.0	486.0	1581.0
ECDH10B_3560	gph	94.0	135.0	28.0	276.0	19.0	93.0	0.0	0.0	151.0	665.0	153.0	110.0	91.0	1010.0	136.0	227.0
ECDH10B_0822	gpmA	930.0	1443.0	1392.0	4365.0	670.0	1449.0	104.0	39.0	1224.0	4709.0	1612.0	4096.0	1387.0	12092.0	1399.0	2431.0
ECDH10B_3794	gpmI	3456.0	5206.0	768.0	4801.0	712.0	1636.0	84.0	36.0	4333.0	13176.0	1439.0	2478.0	1490.0	17441.0	1166.0	4270.0
ECDH10B_3968	gpp	1174.0	2055.0	1181.0	5582.0	742.0	2173.0	66.0	53.0	3690.0	10274.0	1768.0	2937.0	978.0	7605.0	1041.0	1945.0
ECDH10B_3790	gpsA	764.0	1281.0	521.0	2824.0	343.0	704.0	9.0	0.0	1713.0	5361.0	773.0	1225.0	571.0	5582.0	456.0	1295.0
ECDH10B_0220	gpt	163.0	175.0	260.0	997.0	266.0	90.0	20.0	13.0	191.0	1145.0	205.0	487.0	160.0	1641.0	97.0	305.0
ECDH10B_3355	greA	215.0	388.0	407.0	1687.0	185.0	456.0	6.0	16.0	600.0	2002.0	291.0	1316.0	203.0	2103.0	306.0	776.0
ECDH10B_3581	greB	43.0	65.0	28.0	117.0	28.0	19.0	0.0	0.0	73.0	242.0	26.0	67.0	72.0	480.0	22.0	182.0
ECDH10B_4336	groEL	6007.0	7267.0	969.0	4713.0	1802.0	3440.0	234.0	107.0	4393.0	15354.0	1843.0	3248.0	1330.0	20573.0	1996.0	6023.0
ECDH10B_4335	groES	1908.0	2220.0	188.0	823.0	481.0	706.0	29.0	41.0	1020.0	2592.0	328.0	895.0	558.0	4033.0	371.0	924.0
ECDH10B_2780	grpE	1902.0	2961.0	468.0	1137.0	546.0	897.0	55.0	59.0	883.0	3702.0	465.0	844.0	213.0	2938.0	175.0	716.0
ECDH10B_0919	grxA	5.0	40.0	0.0	0.0	0.0	11.0	0.0	0.0	24.0	12.0	0.0	22.0	0.0	215.0	12.0	25.0
ECDH10B_1135	grxB	162.0	144.0	153.0	511.0	106.0	95.0	32.0	0.0	126.0	638.0	194.0	449.0	547.0	7750.0	850.0	2968.0
ECDH10B_3792	grxC	157.0	99.0	112.0	479.0	88.0	139.0	0.0	2.0	301.0	1038.0	322.0	223.0	132.0	1541.0	138.0	498.0
ECDH10B_1788	grxD	429.0	820.0	880.0	1511.0	259.0	565.0	17.0	33.0	670.0	2384.0	607.0	1741.0	653.0	5872.0	888.0	1903.0
ECDH10B_2856	gshA	707.0	1185.0	891.0	3040.0	525.0	639.0	33.0	69.0	1417.0	4920.0	894.0	2175.0	1114.0	10609.0	1024.0	3355.0
ECDH10B_3122	gshB	333.0	404.0	204.0	723.0	188.0	214.0	8.0	0.0	349.0	1190.0	269.0	585.0	253.0	3003.0	453.0	869.0
ECDH10B_0898	gsiA	156.0	100.0	138.0	421.0	37.0	111.0	30.0	21.0	83.0	490.0	123.0	257.0	158.0	1197.0	246.0	630.0
ECDH10B_0899	gsiB	158.0	150.0	58.0	451.0	38.0	130.0	0.0	0.0	185.0	445.0	48.0	226.0	59.0	1022.0	145.0	464.0
ECDH10B_0900	gsiC	11.0	30.0	68.0	149.0	3.0	111.0	9.0	17.0	79.0	209.0	28.0	60.0	33.0	352.0	72.0	159.0
ECDH10B_0901	gsiD	27.0	53.0	6.0	99.0	20.0	10.0	0.0	0.0	38.0	208.0	15.0	71.0	21.0	205.0	53.0	55.0
ECDH10B_0433	gsk	228.0	257.0	279.0	1588.0	212.0	215.0	22.0	10.0	251.0	1632.0	522.0	994.0	304.0	3936.0	455.0	1024.0
ECDH10B_3498	gspA	0.0	14.0	0.0	31.0	9.0	25.0	8.0	0.0	16.0	57.0	14.0	0.0	11.0	71.0	0.0	33.0
ECDH10B_3499	gspC	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.0	44.0	0.0	19.0	0.0	11.0	0.0	0.0
ECDH10B_3500	gspD	16.0	82.0	19.0	66.0	5.0	7.0	0.0	0.0	32.0	151.0	0.0	14.0	0.0	45.0	37.0	31.0
ECDH10B_3501	gspE	11.0	6.0	0.0	19.0	0.0	0.0	0.0	0.0	55.0	53.0	0.0	0.0	0.0	20.0	0.0	10.0
ECDH10B_3502	gspF	12.0	12.0	0.0	21.0	0.0	15.0	0.0	0.0	8.0	90.0	11.0	0.0	0.0	21.0	0.0	10.0
ECDH10B_3503	gspG	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0
ECDH10B_3504	gspH	0.0	9.0	24.0	0.0	0.0	0.0	0.0	0.0	11.0	25.0	24.0	15.0	0.0	0.0	0.0	0.0
ECDH10B_3505	gspI	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ECDH10B_3506	gspJ	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	9.0	0.0	0.0	31.0	0.0	16.0
ECDH10B_3507	gspK	0.0	3.0	0.0	12.0	0.0	0.0	0.0	0.0	0.0	19.0	6.0	0.0	0.0	55.0	0.0	32.0
ECDH10B_3508	gspL	23.0	55.0	12.0	31.0	0.0	11.0	0.0	0.0	0.0	48.0	20.0	0.0	12.0	183.0	11.0	54.0
ECDH10B_3509	gspM	0.0	0.0	0.0	16.0	0.0	0.0	0.0	0.0	11.0	13.0	0.0	0.0	0.0	63.0	0.0	0.0
ECDH10B_3510	gspO	25.0	44.0	2.0	14.0	0.0	27.0	0.0	0.0	72.0	200.0	38.0	26.0	19.0	281.0	64.0	71.0
ECDH10B_3165	gss	495.0	753.0	423.0	1227.0	298.0	449.0	0.0	0.0	658.0	2245.0	620.0	559.0	581.0	4524.0	715.0	1536.0
ECDH10B_1769	gst	106.0	246.0	109.0	566.0	68.0	111.0	23.0	0.0	140.0	262.0	166.0	288.0	239.0	3105.0	366.0	1432.0
ECDH10B_2673	guaA	1895.0	2866.0	2168.0	9284.0	1898.0	4039.0	180.0	55.0	4111.0	16107.0	3131.0	6374.0	4470.0	47549.0	3482.0	7669.0
ECDH10B_2674	guaB	477.0	868.0	1316.0	6362.0	1211.0	2121.0	118.0	146.0	1341.0	6962.0	2121.0	3964.0	3115.0	40198.0	2105.0	6112.0
ECDH10B_0085	guaC	406.0	716.0	191.0	912.0	69.0	398.0	15.0	8.0	662.0	2430.0	147.0	426.0	130.0	1184.0	145.0	476.0
ECDH10B_3058	guaD	22.0	20.0	2.0	40.0	0.0	14.0	0.0	0.0	23.0	22.0	13.0	7.0	0.0	108.0	34.0	24.0
ECDH10B_2955	gudD	27.0	21.0	13.0	32.0	21.0	0.0	0.0	0.0	48.0	8.0	7.0	58.0	14.0	209.0	35.0	14.0
ECDH10B_2957	gudP	63.0	13.0	2.0	49.0	13.0	40.0	0.0	10.0	62.0	67.0	32.0	0.0	0.0	103.0	14.0	53.0
ECDH10B_2956	gudX	16.0	14.0	34.0	26.0	0.0	0.0	0.0	8.0	58.0	50.0	0.0	19.0	36.0	98.0	63.0	23.0
ECDH10B_2874	gutM	0.0	21.0	0.0	19.0	0.0	0.0	0.0	0.0	0.0	23.0	0.0	0.0	16.0	57.0	0.0	0.0
ECDH10B_2876	gutQ	99.0	89.0	5.0	157.0	40.0	110.0	0.0	0.0	90.0	375.0	55.0	52.0	33.0	457.0	49.0	98.0
ECDH10B_2390	gyrA	2465.0	3226.0	3356.0	13730.0	1831.0	4937.0	107.0	72.0	5823.0	26072.0	4520.0	9709.0	3518.0	32799.0	4596.0	9280.0
ECDH10B_2708	hcaB	0.0	0.0	0.0	62.0	0.0	19.0	0.0	0.0	0.0	40.0	0.0	5.0	0.0	58.0	0.0	33.0
ECDH10B_2707	hcaC	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	35.0	0.0	0.0	0.0	0.0	11.0	19.0
ECDH10B_2709	hcaD	16.0	16.0	0.0	63.0	13.0	9.0	0.0	0.0	48.0	130.0	0.0	7.0	5.0	182.0	20.0	121.0
ECDH10B_2705	hcaE	30.0	89.0	32.0	114.0	19.0	42.0	0.0	0.0	46.0	193.0	22.0	80.0	21.0	495.0	38.0	127.0
ECDH10B_2706	hcaF	8.0	14.0	0.0	50.0	0.0	0.0	0.0	17.0	0.0	25.0	11.0	0.0	12.0	118.0	9.0	15.0
ECDH10B_2704	hcaR	40.0	32.0	169.0	314.0	1.0	14.0	0.0	0.0	5.0	157.0	55.0	156.0	129.0	840.0	121.0	872.0
ECDH10B_2703	hcaT	34.0	85.0	164.0	533.0	31.0	43.0	9.0	0.0	313.0	478.0	135.0	130.0	93.0	1094.0	187.0	570.0
ECDH10B_2110	hchA	17.0	25.0	12.0	78.0	0.0	0.0	0.0	0.0	9.0	29.0	12.0	29.0	30.0	367.0	27.0	199.0
ECDH10B_0943	hcp	31.0	0.0	0.0	5.0	12.0	0.0	0.0	0.0	0.0	25.0	0.0	0.0	0.0	127.0	0.0	20.0
ECDH10B_0942	hcr	37.0	38.0	0.0	16.0	0.0	33.0	0.0	0.0	0.0	29.0	0.0	20.0	0.0	48.0	0.0	12.0
ECDH10B_2662	hda	447.0	465.0	274.0	1186.0	257.0	511.0	4.0	35.0	641.0	2857.0	463.0	831.0	373.0	3623.0	561.0	877.0
ECDH10B_3686	hdeA	279.0	1473.0	9.0	270.0	9.0	59.0	0.0	0.0	100.0	780.0	98.0	85.0	0.0	163.0	34.0	20.0
ECDH10B_3685	hdeB	61.0	697.0	34.0	128.0	0.0	27.0	0.0	0.0	42.0	376.0	11.0	120.0	0.0	70.0	0.0	0.0
ECDH10B_3687	hdeD	38.0	903.0	15.0	130.0	0.0	46.0	0.0	0.0	35.0	383.0	0.0	1.0	0.0	109.0	0.0	17.0
ECDH10B_3951	hdfR	70.0	135.0	20.0	194.0	47.0	166.0	0.0	0.0	180.0	387.0	84.0	174.0	38.0	937.0	169.0	332.0
ECDH10B_1752	hdhA	36.0	64.0	17.0	186.0	31.0	77.0	0.0	6.0	117.0	271.0	19.0	113.0	66.0	669.0	30.0	267.0
ECDH10B_1032	helD	211.0	219.0	268.0	818.0	110.0	193.0	17.0	0.0	280.0	931.0	216.0	569.0	221.0	2433.0	314.0	924.0
ECDH10B_1263	hemA	248.0	656.0	419.0	1990.0	297.0	1048.0	40.0	3.0	1124.0	3503.0	589.0	979.0	575.0	6617.0	923.0	2470.0
ECDH10B_0325	hemB	458.0	586.0	305.0	1553.0	324.0	377.0	7.0	0.0	639.0	2277.0	501.0	1030.0	361.0	5755.0	571.0	1811.0
ECDH10B_3996	hemC	652.0	1098.0	520.0	1877.0	396.0	648.0	34.0	42.0	1450.0	3152.0	735.0	1338.0	954.0	8982.0	1299.0	2981.0
ECDH10B_3995	hemD	384.0	619.0	266.0	1407.0	161.0	495.0	21.0	5.0	1055.0	2699.0	331.0	707.0	573.0	5829.0	858.0	1631.0
ECDH10B_4186	hemE	430.0	531.0	554.0	1498.0	220.0	464.0	0.0	22.0	563.0	2237.0	483.0	321.0	623.0	4884.0	529.0	1913.0
ECDH10B_2601	hemF	97.0	101.0	187.0	441.0	123.0	210.0	11.0	0.0	278.0	818.0	167.0	92.0	93.0	868.0	130.0	336.0
ECDH10B_4039	hemG	79.0	162.0	43.0	445.0	46.0	143.0	0.0	0.0	298.0	970.0	46.0	142.0	90.0	1540.0	78.0	232.0
ECDH10B_0431	hemH	173.0	220.0	174.0	475.0	83.0	159.0	0.0	14.0	165.0	636.0	160.0	225.0	74.0	727.0	89.0	394.0
ECDH10B_0134	hemL	701.0	991.0	295.0	1381.0	275.0	542.0	34.0	0.0	938.0	2729.0	417.0	606.0	356.0	3974.0	469.0	976.0
ECDH10B_4057	hemN	529.0	789.0	271.0	1308.0	236.0	409.0	23.0	0.0	843.0	2770.0	387.0	737.0	496.0	4851.0	578.0	1339.0
ECDH10B_3993	hemY	611.0	1047.0	400.0	1936.0	413.0	854.0	38.0	10.0	1291.0	3603.0	555.0	1222.0	1009.0	8670.0	918.0	2177.0
ECDH10B_0061	hepA	23.0	12.0	0.0	9.0	0.0	11.0	0.0	0.0	7.0	43.0	8.0	0.0	13.0	86.0	41.0	45.0
ECDH10B_3352	hflB	4604.0	6934.0	3943.0	15749.0	2296.0	5784.0	294.0	256.0	9006.0	25921.0	3543.0	7189.0	2900.0	22804.0	3419.0	7982.0
ECDH10B_4370	hflC	1455.0	1910.0	1368.0	4859.0	918.0	1702.0	23.0	80.0	2942.0	9372.0	1340.0	2893.0	1426.0	13345.0	1420.0	3912.0
ECDH10B_1204	hflD	101.0	182.0	245.0	1115.0	95.0	220.0	0.0	0.0	383.0	1316.0	270.0	325.0	279.0	2362.0	229.0	642.0
ECDH10B_4369	hflK	1868.0	2748.0	1984.0	7934.0	1516.0	2696.0	130.0	113.0	5041.0	14037.0	2608.0	3818.0	2101.0	19987.0	2325.0	6040.0
ECDH10B_4368	hflX	2076.0	2843.0	1638.0	7859.0	1197.0	2010.0	153.0	110.0	4412.0	14903.0	2715.0	3402.0	1864.0	18541.0	3044.0	5709.0
ECDH10B_4367	hfq	1524.0	1650.0	795.0	3085.0	562.0	1487.0	41.0	25.0	2427.0	4972.0	1271.0	1731.0	1070.0	9169.0	1280.0	3441.0
ECDH10B_0416	hha	154.0	300.0	244.0	975.0	148.0	245.0	11.0	11.0	285.0	1737.0	154.0	379.0	227.0	1172.0	319.0	484.0
ECDH10B_1175	hinT	126.0	58.0	45.0	205.0	6.0	83.0	10.0	0.0	126.0	419.0	96.0	119.0	124.0	861.0	69.0	441.0
ECDH10B_1638	hipA	49.0	13.0	35.0	111.0	0.0	19.0	16.0	0.0	51.0	143.0	0.0	73.0	32.0	345.0	36.0	119.0
ECDH10B_1639	hipB	9.0	0.0	16.0	18.0	0.0	0.0	0.0	0.0	0.0	11.0	0.0	0.0	0.0	80.0	0.0	13.0
ECDH10B_2172	hisA	117.0	204.0	262.0	789.0	22.0	197.0	9.0	31.0	241.0	674.0	237.0	355.0	244.0	1453.0	405.0	722.0
ECDH10B_2170	hisB	366.0	381.0	271.0	1277.0	111.0	295.0	23.0	3.0	559.0	1411.0	420.0	693.0	532.0	5084.0	547.0	1939.0
ECDH10B_2169	hisC	217.0	183.0	355.0	1465.0	129.0	200.0	9.0	15.0	449.0	938.0	391.0	546.0	363.0	3597.0	371.0	1510.0
ECDH10B_2168	hisD	359.0	690.0	498.0	1585.0	150.0	402.0	19.0	29.0	495.0	1508.0	634.0	896.0	786.0	4981.0	725.0	2748.0
ECDH10B_2173	hisF	80.0	146.0	272.0	957.0	80.0	162.0	0.0	0.0	408.0	577.0	254.0	412.0	270.0	2176.0	277.0	920.0
ECDH10B_2167	hisG	466.0	693.0	742.0	2658.0	321.0	346.0	31.0	11.0	492.0	1805.0	648.0	1029.0	862.0	7292.0	910.0	3403.0
ECDH10B_2171	hisH	26.0	95.0	134.0	459.0	7.0	28.0	17.0	0.0	281.0	432.0	140.0	146.0	155.0	1460.0	174.0	706.0
ECDH10B_2174	hisI	123.0	253.0	337.0	1385.0	256.0	241.0	33.0	0.0	688.0	1257.0	757.0	404.0	444.0	3675.0	466.0	1786.0
ECDH10B_2471	hisJ	60.0	167.0	79.0	469.0	221.0	182.0	14.0	32.0	247.0	516.0	244.0	374.0	429.0	3523.0	567.0	1199.0
ECDH10B_2469	hisM	0.0	10.0	8.0	46.0	14.0	25.0	0.0	0.0	11.0	92.0	23.0	26.0	35.0	314.0	56.0	44.0
ECDH10B_2468	hisP	9.0	27.0	7.0	108.0	33.0	24.0	0.0	0.0	60.0	194.0	61.0	107.0	186.0	874.0	121.0	292.0
ECDH10B_2470	hisQ	0.0	59.0	62.0	134.0	26.0	74.0	0.0	0.0	72.0	289.0	22.0	77.0	186.0	906.0	160.0	446.0
ECDH10B_3987	hisR	0.0	0.0	0.0	3.0	1.0	2.0	0.0	0.0	7.0	14.0	0.0	9.0	0.0	2.0	0.0	1.0
ECDH10B_2680	hisS	1047.0	1514.0	1207.0	5699.0	815.0	1821.0	134.0	37.0	3633.0	9170.0	2285.0	2973.0	1196.0	13239.0	2161.0	4466.0
ECDH10B_1235	hlyE	27.0	38.0	0.0	0.0	0.0	18.0	0.0	0.0	0.0	20.0	0.0	4.0	0.0	15.0	0.0	6.0
ECDH10B_2719	hmp	142.0	48.0	23.0	78.0	4.0	47.0	0.0	12.0	5.0	137.0	61.0	53.0	44.0	1049.0	93.0	160.0
ECDH10B_1297	hns	2317.0	4393.0	2757.0	8971.0	1267.0	2385.0	161.0	64.0	2158.0	9803.0	1662.0	5840.0	3495.0	32262.0	4858.0	10744.0
ECDH10B_0087	hofB	42.0	59.0	39.0	113.0	63.0	68.0	0.0	0.0	223.0	588.0	73.0	154.0	218.0	578.0	164.0	214.0
ECDH10B_0086	hofC	5.0	4.0	21.0	90.0	0.0	20.0	0.0	0.0	82.0	169.0	4.0	17.0	46.0	150.0	8.0	34.0
ECDH10B_3566	hofQ	56.0	15.0	7.0	45.0	6.0	9.0	0.0	0.0	61.0	46.0	6.0	42.0	11.0	126.0	9.0	38.0
ECDH10B_3736	hokA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	36.0	7.0	0.0	0.0	0.0	0.0	0.0
ECDH10B_1546	hokB	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0	1.0	0.0	0.0	17.0
ECDH10B_0018	hokC	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ECDH10B_1694	hokD	43.0	99.0	0.0	68.0	38.0	13.0	20.0	0.0	7.0	37.0	9.0	11.0	106.0	684.0	114.0	305.0
ECDH10B_0540	hokE	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ECDH10B_0648	hokE	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ECDH10B_0601	holA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ECDH10B_0709	holA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ECDH10B_1171	holB	87.0	81.0	75.0	579.0	102.0	185.0	0.0	6.0	201.0	952.0	150.0	232.0	164.0	1950.0	164.0	531.0
ECDH10B_4452	holC	157.0	19.0	45.0	450.0	116.0	156.0	0.0	6.0	102.0	494.0	135.0	147.0	198.0	1347.0	160.0	277.0
ECDH10B_4529	holD	107.0	156.0	115.0	388.0	84.0	131.0	24.0	0.0	329.0	763.0	111.0	129.0	76.0	675.0	105.0	200.0
ECDH10B_1983	holE	12.0	14.0	26.0	140.0	45.0	36.0	0.0	0.0	25.0	182.0	49.0	131.0	36.0	472.0	52.0	208.0
ECDH10B_3377	hpf	171.0	285.0	166.0	589.0	66.0	179.0	0.0	21.0	211.0	659.0	139.0	369.0	210.0	1946.0	305.0	977.0
ECDH10B_0105	hpt	477.0	946.0	520.0	1434.0	147.0	506.0	0.0	0.0	940.0	2426.0	459.0	668.0	362.0	1564.0	224.0	491.0
ECDH10B_1539	hrpA	143.0	185.0	252.0	840.0	390.0	227.0	0.0	0.0	663.0	1207.0	196.0	246.0	681.0	3676.0	530.0	1003.0
ECDH10B_0128	hrpB	178.0	255.0	244.0	940.0	194.0	333.0	0.0	23.0	623.0	1387.0	223.0	341.0	381.0	3498.0	422.0	742.0
ECDH10B_2693	hscA	219.0	372.0	515.0	2480.0	335.0	498.0	37.0	69.0	806.0	2708.0	506.0	701.0	509.0	4776.0	564.0	1864.0
ECDH10B_2694	hscB	30.0	47.0	189.0	920.0	57.0	187.0	29.0	9.0	154.0	871.0	169.0	199.0	208.0	2293.0	515.0	875.0
ECDH10B_0611	hscC	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ECDH10B_0719	hscC	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ECDH10B_1504	hslJ	35.0	60.0	127.0	147.0	11.0	49.0	0.0	0.0	33.0	128.0	18.0	80.0	38.0	381.0	12.0	124.0
ECDH10B_3576	hslO	578.0	1252.0	271.0	754.0	270.0	309.0	0.0	37.0	537.0	1910.0	171.0	522.0	412.0	3253.0	326.0	724.0
ECDH10B_3575	hslR	131.0	219.0	74.0	367.0	49.0	255.0	40.0	0.0	278.0	555.0	87.0	168.0	67.0	945.0	204.0	342.0
ECDH10B_4120	hslU	1796.0	3558.0	598.0	2771.0	705.0	1267.0	60.0	50.0	1099.0	4988.0	706.0	1172.0	879.0	6436.0	520.0	1951.0
ECDH10B_4121	hslV	492.0	1080.0	347.0	690.0	199.0	274.0	20.0	0.0	927.0	1794.0	162.0	337.0	224.0	1103.0	192.0	396.0
ECDH10B_1036	hspQ	158.0	131.0	72.0	392.0	90.0	72.0	2.0	15.0	47.0	358.0	49.0	59.0	58.0	579.0	34.0	366.0
ECDH10B_3943	hsrA	308.0	354.0	112.0	363.0	59.0	191.0	9.0	0.0	375.0	1150.0	183.0	203.0	213.0	1071.0	129.0	454.0
ECDH10B_0012	htgA	0.0	27.0	0.0	4.0	0.0	30.0	0.0	0.0	53.0	75.0	0.0	28.0	17.0	76.0	0.0	0.0
ECDH10B_0429	htpG	2252.0	4066.0	449.0	1850.0	667.0	1145.0	113.0	21.0	1355.0	5277.0	305.0	859.0	525.0	5618.0	663.0	1226.0
ECDH10B_1968	htpX	2587.0	2250.0	1957.0	5221.0	2162.0	2792.0	271.0	370.0	2110.0	6728.0	1635.0	3164.0	1407.0	11796.0	2801.0	7799.0
ECDH10B_4177	htrC	30.0	17.0	16.0	61.0	0.0	15.0	0.0	0.0	91.0	164.0	22.0	64.0	35.0	154.0	0.0	27.0
ECDH10B_0119	htrE	0.0	0.0	7.0	35.0	0.0	15.0	0.0	0.0	53.0	44.0	0.0	0.0	18.0	8.0	12.0	19.0
ECDH10B_3230	htrG	119.0	190.0	555.0	1101.0	232.0	179.0	8.0	17.0	163.0	900.0	143.0	541.0	150.0	1626.0	78.0	441.0
ECDH10B_3800	htrL	335.0	483.0	121.0	287.0	6.0	426.0	0.0	0.0	1033.0	2764.0	174.0	158.0	10.0	268.0	33.0	66.0
ECDH10B_4189	hupA	2737.0	2413.0	1496.0	5255.0	1004.0	2073.0	87.0	57.0	3101.0	10503.0	2346.0	2620.0	1456.0	13087.0	1546.0	3743.0
ECDH10B_0396	hupB	2242.0	2326.0	1065.0	5779.0	1099.0	1474.0	60.0	83.0	1762.0	10978.0	1957.0	8550.0	1884.0	33504.0	2227.0	4215.0
ECDH10B_1042	hyaA	20.0	88.0	0.0	18.0	0.0	0.0	0.0	0.0	0.0	24.0	26.0	0.0	0.0	10.0	12.0	0.0
ECDH10B_1043	hyaB	0.0	149.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	18.0	0.0	0.0	0.0	33.0	1.0	5.0
ECDH10B_1044	hyaC	0.0	33.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	50.0	12.0	0.0	0.0	29.0	0.0	20.0
ECDH10B_1045	hyaD	0.0	26.0	0.0	6.0	14.0	11.0	0.0	0.0	0.0	12.0	0.0	2.0	20.0	50.0	0.0	0.0
ECDH10B_1046	hyaE	0.0	0.0	0.0	18.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	6.0	0.0	0.0	0.0	9.0
ECDH10B_1047	hyaF	14.0	8.0	0.0	25.0	0.0	26.0	0.0	0.0	19.0	33.0	6.0	0.0	0.0	72.0	0.0	27.0
ECDH10B_3173	hybA	323.0	555.0	32.0	0.0	10.0	232.0	0.0	0.0	359.0	947.0	9.0	23.0	13.0	39.0	0.0	14.0
ECDH10B_3172	hybB	202.0	552.0	22.0	99.0	5.0	256.0	0.0	0.0	553.0	1204.0	0.0	8.0	41.0	72.0	0.0	62.0
ECDH10B_3171	hybC	426.0	616.0	37.0	288.0	94.0	266.0	20.0	0.0	881.0	2288.0	65.0	59.0	65.0	565.0	51.0	269.0
ECDH10B_3170	hybD	36.0	79.0	15.0	70.0	13.0	74.0	0.0	0.0	65.0	250.0	14.0	13.0	25.0	122.0	30.0	54.0
ECDH10B_3169	hybE	61.0	70.0	14.0	28.0	10.0	10.0	0.0	0.0	92.0	147.0	0.0	12.0	26.0	90.0	10.0	73.0
ECDH10B_3168	hybF	8.0	20.0	10.0	21.0	0.0	30.0	0.0	0.0	66.0	89.0	0.0	12.0	0.0	48.0	24.0	4.0
ECDH10B_3167	hybG	47.0	8.0	15.0	44.0	12.0	24.0	0.0	0.0	68.0	259.0	0.0	12.0	26.0	156.0	13.0	58.0
ECDH10B_3174	hybO	720.0	638.0	15.0	111.0	0.0	154.0	0.0	11.0	823.0	1744.0	39.0	56.0	8.0	112.0	0.0	114.0
ECDH10B_2893	hycA	0.0	0.0	0.0	14.0	0.0	0.0	0.0	0.0	2.0	18.0	0.0	0.0	0.0	0.0	0.0	0.0
ECDH10B_2892	hycB	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.0	17.0	0.0
ECDH10B_2891	hycC	30.0	0.0	22.0	21.0	0.0	12.0	0.0	0.0	32.0	14.0	23.0	5.0	0.0	47.0	18.0	42.0
ECDH10B_2890	hycD	0.0	0.0	0.0	8.0	7.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	12.0	0.0	0.0
ECDH10B_2889	hycE	7.0	26.0	0.0	2.0	11.0	0.0	0.0	0.0	9.0	39.0	7.0	30.0	24.0	77.0	12.0	6.0
ECDH10B_2888	hycF	0.0	0.0	1.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.0	7.0	0.0	0.0
ECDH10B_2887	hycG	0.0	0.0	0.0	7.0	0.0	16.0	0.0	0.0	20.0	13.0	0.0	0.0	0.0	16.0	0.0	0.0
ECDH10B_2886	hycH	0.0	15.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	54.0	0.0	9.0
ECDH10B_2885	hycI	176.0	146.0	0.0	144.0	34.0	100.0	0.0	0.0	36.0	166.0	59.0	46.0	46.0	366.0	49.0	215.0
ECDH10B_2881	hydN	0.0	15.0	0.0	70.0	0.0	38.0	0.0	0.0	60.0	69.0	16.0	29.0	22.0	216.0	0.0	66.0
ECDH10B_2647	hyfA	46.0	3.0	13.0	42.0	20.0	57.0	0.0	0.0	7.0	85.0	4.0	14.0	23.0	90.0	7.0	17.0
ECDH10B_2648	hyfB	0.0	0.0	0.0	43.0	0.0	42.0	0.0	0.0	17.0	30.0	36.0	15.0	36.0	85.0	15.0	13.0
