gene_name	N13	N14	N15	N16	N17	N5	Rhizobium_1	Rhizobium_2	Rhizobium_synnifI4_1	Rhizobium_synnifI4_2
BN877_I1654_locusTag_BN877_I1654	7	8	60	138	60	19	72	195	49	125
BN877_I1656_locusTag_BN877_I1656	12	0	11	111	39	14	126	103	48	118
BN877_I1657_locusTag_BN877_I1657	0	0	25	29	13	0	8	38	0	57
BN877_I1660_locusTag_BN877_I1660	822	111	1051	2929	1019	450	1442	2730	803	2943
BN877_I1664_locusTag_BN877_I1664	19	21	315	679	88	49	223	317	118	375
BN877_I1667_locusTag_BN877_I1667	49	2	397	1244	303	36	208	407	179	202
BN877_I1668_locusTag_BN877_I1668	32	49	159	788	551	83	349	1367	350	634
BN877_I1669_locusTag_BN877_I1669	15	13	30	150	92	5	180	292	16	130
BN877_I1670_locusTag_BN877_I1670	49	8	73	176	64	28	439	530	146	270
BN877_I1671_locusTag_BN877_I1671	662	118	1753	4696	1076	387	3966	10194	1674	4411
BN877_I1672_locusTag_BN877_I1672	0	0	0	0	0	0	0	0	0	9
BN877_I1674_locusTag_BN877_I1674	5	13	165	415	165	20	132	447	157	446
BN877_I1675_locusTag_BN877_I1675	105	63	2015	3359	1051	130	209	836	408	1018
BN877_I1678_locusTag_BN877_I1678	100	29	354	1312	219	121	360	688	209	733
BN877_I1679_locusTag_BN877_I1679	21	8	218	252	191	40	624	1700	59	282
BN877_I1681_locusTag_BN877_I1681	17	10	217	588	484	81	941	2990	338	1160
BN877_I1683_locusTag_BN877_I1683	35	0	49	60	0	32	30	22	37	58
BN877_I1685_locusTag_BN877_I1685	31	0	16	150	26	7	96	133	0	83
BN877_I1686_locusTag_BN877_I1686	31	3	89	228	127	33	194	261	46	75
BN877_I1687_locusTag_BN877_I1687	19	4	89	238	88	4	112	454	36	267
BN877_I1689_locusTag_BN877_I1689	48	0	210	521	547	44	111	366	191	506
BN877_I1690_locusTag_BN877_I1690	222	131	275	369	1977	156	1507	2905	883	1953
BN877_I1691_locusTag_BN877_I1691	46	14	265	760	259	63	768	1458	274	882
BN877_I1692_locusTag_BN877_I1692	0	0	0	7	0	0	0	0	0	0
BN877_I1694_locusTag_BN877_I1694	11	0	21	111	14	6	0	21	18	0
BN877_I1695_locusTag_BN877_I1695	0	0	73	207	52	15	26	82	46	43
BN877_I1696_locusTag_BN877_I1696	0	0	15	136	25	60	55	45	23	115
BN877_I1697_locusTag_BN877_I1697	0	0	48	26	19	4	16	80	16	39
BN877_I1698_locusTag_BN877_I1698	0	0	16	17	20	2	0	19	16	6
BN877_I1700_locusTag_BN877_I1700	208	125	868	1947	1061	187	1215	2298	769	1670
BN877_I1701_locusTag_BN877_I1701	0	0	82	214	51	14	33	201	41	104
BN877_I1702_locusTag_BN877_I1702	37	6	136	410	116	37	544	1114	151	689
BN877_I1703_locusTag_BN877_I1703	3	0	51	90	60	12	201	232	144	222
BN877_I1704_locusTag_BN877_I1704	0	0	0	10	0	0	4	14	0	0
BN877_I1705_locusTag_BN877_I1705	0	0	38	101	20	0	8	53	19	159
BN877_I1706_locusTag_BN877_I1706	0	8	36	131	35	21	33	97	13	59
BN877_I1707_locusTag_BN877_I1707	24	10	349	1108	251	80	1641	2729	553	1812
BN877_I1709_locusTag_BN877_I1709	0	0	73	240	36	0	49	77	34	14
BN877_I1710_locusTag_BN877_I1710	1	3	61	159	86	18	0	17	21	10
BN877_I1711_locusTag_BN877_I1711	0	9	125	756	186	13	111	220	65	190
BN877_I1714_locusTag_BN877_I1714	26	11	192	1340	278	36	272	612	118	478
BN877_I1715_locusTag_BN877_I1715	56	40	199	500	454	10	356	1246	514	640
BN877_I1716_locusTag_BN877_I1716	20	2	73	515	139	12	70	322	79	134
BN877_I1717_locusTag_BN877_I1717	0	2	6	37	8	8	0	84	36	35
BN877_I1718_locusTag_BN877_I1718	154	40	269	1273	170	30	400	767	105	236
BN877_I1719_locusTag_BN877_I1719	0	0	0	11	0	0	5	34	57	18
BN877_I1720_locusTag_BN877_I1720	420	24	488	1166	318	20	160	300	56	331
BN877_I1721_locusTag_BN877_I1721	4	16	71	548	127	32	84	200	17	146
BN877_I1723_locusTag_BN877_I1723	0	0	0	8	0	0	0	6	0	0
BN877_I1724_locusTag_BN877_I1724	0	0	0	0	0	0	0	0	0	0
BN877_I1725_locusTag_BN877_I1725	0	0	29	78	17	3	21	42	18	75
BN877_I1726_locusTag_BN877_I1726	21	0	19	147	54	4	126	266	81	247
BN877_I1728_locusTag_BN877_I1728	92	3	186	186	139	56	178	272	107	338
BN877_I1729_locusTag_BN877_I1729	9	3	3	33	7	0	11	78	0	18
BN877_I1730_locusTag_BN877_I1730	134	50	368	2044	543	90	841	1474	697	1486
BN877_I1731_locusTag_BN877_I1731	49	62	683	3508	502	132	857	2583	884	1370
BN877_I1732_locusTag_BN877_I1732	62	289	342	735	447	45	37	131	33	86
BN877_I1733_locusTag_BN877_I1733	45	44	105	535	228	115	61	112	200	441
BN877_I1734_locusTag_BN877_I1734	10	0	211	578	151	21	286	969	111	420
BN877_I1737_locusTag_BN877_I1737	33	10	101	379	25	18	92	385	243	351
BN877_I1738_locusTag_BN877_I1738	309	295	3317	11325	2356	410	556	1695	930	2239
BN877_I1739_locusTag_BN877_I1739	44	52	3593	6779	963	202	1568	2933	995	2553
BN877_I1740_locusTag_BN877_I1740	20	27	215	470	119	9	187	506	107	221
BN877_I1741_locusTag_BN877_I1741	5	2	155	415	169	14	159	705	115	331
BN877_I1742_locusTag_BN877_I1742	0	7	63	254	55	27	84	172	35	127
BN877_I1743_locusTag_BN877_I1743	1798	323	84	2092	8433	56	25	197	4180	9742
BN877_I1745_locusTag_BN877_I1745	8	10	33	116	28	6	54	112	25	117
BN877_I1747_locusTag_BN877_I1747	0	0	5	24	15	0	0	28	0	19
BN877_I1748_locusTag_BN877_I1748	4	0	25	129	6	0	0	12	0	1
BN877_I1749_locusTag_BN877_I1749	27	6	132	608	54	29	132	261	112	261
BN877_I1750_locusTag_BN877_I1750	0	0	46	234	74	12	121	381	58	189
BN877_I1751_locusTag_BN877_I1751	0	0	91	103	25	15	22	93	34	66
BN877_I1754_locusTag_BN877_I1754	14	23	146	178	107	33	116	451	104	266
BN877_I1755_locusTag_BN877_I1755	16	29	523	742	460	98	754	2158	304	1241
BN877_I1756_locusTag_BN877_I1756	0	0	157	189	80	12	79	110	49	168
BN877_I1757_locusTag_BN877_I1757	7	22	121	165	60	35	58	140	11	173
BN877_I1758_locusTag_BN877_I1758	7	13	405	411	85	74	217	559	173	679
BN877_I1760_locusTag_BN877_I1760	247	114	672	1775	1489	158	3119	6639	1261	3658
BN877_I1761_locusTag_BN877_I1761	0	0	6	93	2	1	82	138	20	46
BN877_I1762_locusTag_BN877_I1762	3	0	47	208	130	24	104	357	51	152
BN877_I1764_locusTag_BN877_I1764	244	82	2399	11395	2973	583	538	1606	691	3207
BN877_I1765_locusTag_BN877_I1765	5	20	251	504	219	11	18	133	64	84
BN877_I1766_locusTag_BN877_I1766	71	32	1058	1745	627	83	184	765	267	942
BN877_I1767_locusTag_BN877_I1767	0	0	3	3	0	0	12	15	14	11
BN877_I1768_locusTag_BN877_I1768	0	0	0	10	2	0	0	45	0	0
BN877_I1769_locusTag_BN877_I1769	0	0	0	2	5	0	0	0	0	0
BN877_I1770_locusTag_BN877_I1770	0	0	0	8	0	0	0	0	0	0
BN877_I1771_locusTag_BN877_I1771	0	4	0	0	0	0	0	0	0	0
BN877_I1772_locusTag_BN877_I1772	7	0	5	11	2	0	4	0	0	0
BN877_I1773_locusTag_BN877_I1773	0	0	0	5	4	0	0	0	0	0
BN877_I1774_locusTag_BN877_I1774	0	0	12	29	8	0	37	22	6	45
BN877_I1775_locusTag_BN877_I1775	0	0	0	9	0	0	0	0	0	0
BN877_I1776_locusTag_BN877_I1776	0	0	0	0	0	0	0	0	0	0
BN877_I1777_locusTag_BN877_I1777	0	0	0	0	0	0	0	0	0	0
BN877_I1778_locusTag_BN877_I1778	0	0	0	0	0	2	10	0	0	0
BN877_I1780_locusTag_BN877_I1780	0	0	8	9	15	4	17	56	33	22
BN877_I1781_locusTag_BN877_I1781	0	0	0	0	0	0	4	0	0	0
BN877_I1782_locusTag_BN877_I1782	0	0	0	0	0	0	0	0	0	0
BN877_I1783_locusTag_BN877_I1783	0	0	0	0	0	0	0	0	0	0
BN877_I1784_locusTag_BN877_I1784	0	0	0	0	8	0	0	23	0	9
BN877_I1785_locusTag_BN877_I1785	0	0	0	0	0	0	0	0	0	8
BN877_I1786_locusTag_BN877_I1786	0	0	0	0	0	0	0	0	0	0
BN877_I1787_locusTag_BN877_I1787	0	0	0	0	0	0	0	0	0	0
BN877_I1788_locusTag_BN877_I1788	0	0	0	2	0	0	0	28	0	22
BN877_I1789_locusTag_BN877_I1789	0	0	0	0	0	0	0	8	0	0
BN877_I1790_locusTag_BN877_I1790	1	0	15	21	10	0	43	90	0	15
BN877_I1791_locusTag_BN877_I1791	0	0	5	89	0	4	3	34	2	68
BN877_I1792_locusTag_BN877_I1792	0	0	0	20	0	0	0	6	0	10
BN877_I1793_locusTag_BN877_I1793	0	0	9	20	3	0	10	15	0	7
BN877_I1794_locusTag_BN877_I1794	0	0	3	24	11	0	16	11	3	11
BN877_I1795_locusTag_BN877_I1795	0	0	0	0	0	0	0	0	0	0
BN877_I1796_locusTag_BN877_I1796	0	0	0	0	0	0	0	0	0	0
BN877_I1797_locusTag_BN877_I1797	0	0	5	14	0	0	3	26	13	0
BN877_I1798_locusTag_BN877_I1798	0	0	0	0	0	0	0	0	0	0
BN877_I1799_locusTag_BN877_I1799	0	0	0	6	9	4	5	2	0	1
BN877_I1800_locusTag_BN877_I1800	5	0	3	3	24	0	0	37	13	37
BN877_I1801_locusTag_BN877_I1801	0	0	0	12	0	0	10	6	0	21
BN877_I1802_locusTag_BN877_I1802	0	0	0	0	0	0	0	0	0	8
BN877_I1803_locusTag_BN877_I1803	0	0	38	161	31	8	11	55	29	90
BN877_I1804_locusTag_BN877_I1804	3	0	22	54	37	0	40	8	41	69
BN877_I1805_locusTag_BN877_I1805	0	0	16	43	15	0	33	28	28	23
BN877_I1806_locusTag_BN877_I1806	0	0	0	29	0	0	8	29	0	0
BN877_I1807_locusTag_BN877_I1807	7	0	55	286	25	23	52	62	25	71
BN877_I1808_locusTag_BN877_I1808	9	0	1	32	29	10	28	69	0	57
BN877_I1809_locusTag_BN877_I1809	8	26	130	481	229	9	327	785	246	348
BN877_I1810_locusTag_BN877_I1810	81	5	308	932	308	72	595	1241	208	787
BN877_I1811_locusTag_BN877_I1811	0	0	0	0	0	0	0	53	0	7
BN877_I1812_locusTag_BN877_I1812	0	0	0	1	0	0	0	0	0	0
BN877_I1813_locusTag_BN877_I1813	1	0	0	0	0	0	3	0	0	0
BN877_I1814_locusTag_BN877_I1814	4	14	417	768	413	71	652	1886	366	1000
BN877_I1816_locusTag_BN877_I1816	42	10	400	483	418	144	557	1056	340	1023
BN877_I1817_locusTag_BN877_I1817	3	17	32	72	97	4	158	317	50	169
BN877_I1818_locusTag_BN877_I1818	135	36	79	73	735	42	2462	5603	2025	6237
BN877_I1819_locusTag_BN877_I1819	13	5	19	125	74	7	53	78	22	113
BN877_I1820_locusTag_BN877_I1820	0	0	35	86	0	4	29	78	41	39
BN877_I1821_locusTag_BN877_I1821	42	36	407	619	413	72	297	722	236	529
BN877_I1822_locusTag_BN877_I1822	201	2	45	182	336	22	46	371	102	343
BN877_I1823_locusTag_BN877_I1823	35	0	2	21	50	0	0	49	14	113
BN877_I1824_locusTag_BN877_I1824	42	13	17	57	152	4	0	26	28	145
BN877_I1825_locusTag_BN877_I1825	19	0	0	5	32	0	0	0	0	0
BN877_I1826_locusTag_BN877_I1826	124	0	7	86	158	7	8	12	30	62
BN877_I1827_locusTag_BN877_I1827	122	0	11	85	150	0	22	64	69	136
BN877_I1828_locusTag_BN877_I1828	20	0	0	17	49	0	8	57	0	45
BN877_I1830_locusTag_BN877_I1830	162	15	18	258	472	3	52	231	151	377
BN877_I1831_locusTag_BN877_I1831	487	98	180	1132	884	38	48	173	214	819
BN877_I1832_locusTag_BN877_I1832	3	5	10	94	27	0	0	0	0	50
BN877_I1833_locusTag_BN877_I1833	2	0	0	36	24	0	0	0	0	0
BN877_I1834_locusTag_BN877_I1834	1	5	19	107	49	6	0	66	23	98
BN877_I1835_locusTag_BN877_I1835	30	5	79	428	196	16	61	133	152	260
BN877_I1836_locusTag_BN877_I1836	5	4	8	90	51	0	52	52	63	111
BN877_I1837_locusTag_BN877_I1837	7	0	36	35	9	0	0	178	22	157
BN877_I1838_locusTag_BN877_I1838	26	17	76	353	187	60	183	888	145	397
BN877_I1839_locusTag_BN877_I1839	36	3	74	235	180	41	316	1068	110	492
BN877_I1840_locusTag_BN877_I1840	376	277	7955	19050	9031	334	3009	7222	2810	6422
BN877_I1841_locusTag_BN877_I1841	361	5	38	168	512	34	151	367	257	844
BN877_I1842_locusTag_BN877_I1842	49	0	0	8	98	0	14	29	12	26
BN877_I1843_locusTag_BN877_I1843	1196	0	39	561	1694	44	206	561	691	1938
BN877_I1844_locusTag_BN877_I1844	81	107	1959	5141	670	119	842	2083	1732	2729
BN877_I1846_locusTag_BN877_I1846	17	10	64	351	106	30	124	317	73	245
BN877_I1847_locusTag_BN877_I1847	589	9	56	216	624	18	128	340	143	906
BN877_I1848_locusTag_BN877_I1848	1427	3	103	562	2376	24	316	786	588	1668
BN877_I1849_locusTag_BN877_I1849	19	0	12	3	15	0	0	0	0	14
BN877_I1850_locusTag_BN877_I1850	3370	10	177	1522	4520	68	1018	2951	1965	5308
BN877_I1851_locusTag_BN877_I1851	278	0	40	161	466	2	105	316	147	669
BN877_I1852_locusTag_BN877_I1852	204	0	9	74	296	1	22	98	124	350
BN877_I1853_locusTag_BN877_I1853	355	14	34	149	533	21	290	785	351	711
BN877_I1854_locusTag_BN877_I1854	606	0	25	280	1415	11	165	516	260	807
BN877_I1855_locusTag_BN877_I1855	851	0	42	354	1071	19	88	666	226	723
BN877_I1856_locusTag_BN877_I1856	4	0	16	59	43	12	77	252	16	113
BN877_I1857_locusTag_BN877_I1857	2730	35	122	1028	3870	79	1034	3100	1569	5608
BN877_I1858_locusTag_BN877_I1858	0	0	22	46	13	4	125	202	14	101
BN877_I1859_locusTag_BN877_I1859	5	5	75	141	111	29	82	405	58	210
BN877_I1860_locusTag_BN877_I1860	923	28	48	283	1363	21	292	591	1041	2003
BN877_I1861_locusTag_BN877_I1861	1484	0	50	551	1015	13	126	455	254	752
BN877_I1862_locusTag_BN877_I1862	249	0	19	188	483	4	83	155	90	225
BN877_I1863_locusTag_BN877_I1863	674	11	32	264	674	5	203	825	155	783
BN877_I1864_locusTag_BN877_I1864	165	0	0	75	469	24	13	157	41	143
BN877_I1865_locusTag_BN877_I1865	15	0	0	6	8	0	0	0	0	0
BN877_I1866_locusTag_BN877_I1866	423	0	46	178	924	4	163	205	111	405
BN877_I1867_locusTag_BN877_I1867	324	0	36	191	850	9	84	161	139	397
BN877_I1868_locusTag_BN877_I1868	511	0	45	245	1781	28	202	808	272	508
BN877_I1869_locusTag_BN877_I1869	5625	18	279	2651	7442	104	2026	3937	2200	6791
BN877_I1870_locusTag_BN877_I1870	1798	7	57	733	2993	26	1090	4221	1212	3388
BN877_I1871_locusTag_BN877_I1871	3712	15	145	1214	5448	65	2408	7470	2247	6129
BN877_I1874_locusTag_BN877_I1874	0	0	0	0	0	0	0	2	0	0
BN877_I1875_locusTag_BN877_I1875	0	21	48	59	78	0	77	52	16	118
BN877_I1876_locusTag_BN877_I1876	76	0	29	165	374	18	66	107	66	162
BN877_I1877_locusTag_BN877_I1877	153	9	9	117	178	11	41	55	61	193
BN877_I1878_locusTag_BN877_I1878	0	0	0	0	0	0	0	2	0	0
BN877_I1879_locusTag_BN877_I1879	25	0	92	194	81	22	384	481	74	285
BN877_I1880_locusTag_BN877_I1880	69	15	110	175	209	51	210	585	100	298
BN877_I1881_locusTag_BN877_I1881	73	0	48	232	281	3	91	222	70	136
BN877_I1882_locusTag_BN877_I1882	0	0	13	79	3	0	81	54	5	65
BN877_I1883_locusTag_BN877_I1883	38	0	0	18	41	8	11	17	0	27
BN877_I1884_locusTag_BN877_I1884	0	0	0	0	9	0	0	0	0	0
BN877_I1885_locusTag_BN877_I1885	30	0	41	44	149	5	13	10	4	86
BN877_I1886_locusTag_BN877_I1886	82	0	1	238	289	0	30	94	67	192
BN877_I1887_locusTag_BN877_I1887	14	3	21	130	75	12	187	276	11	202
BN877_I1888_locusTag_BN877_I1888	168	34	358	1325	692	97	66	504	157	387
BN877_I1889_locusTag_BN877_I1889	179	381	902	4331	824	736	384	963	509	1828
BN877_I1890_locusTag_BN877_I1890	57	0	22	54	80	3	14	85	50	173
BN877_I1891_locusTag_BN877_I1891	7	0	29	131	25	13	95	95	23	38
BN877_I1892_locusTag_BN877_I1892	10	0	4	40	34	0	15	0	8	43
BN877_I1893_locusTag_BN877_I1893	18	0	7	80	33	17	0	38	18	131
BN877_I1894_locusTag_BN877_I1894	73	0	23	89	277	9	0	21	27	177
BN877_I1895_locusTag_BN877_I1895	93	8	25	116	309	15	3	27	88	89
BN877_I1896_locusTag_BN877_I1896	206	2	19	164	286	11	11	21	54	250
BN877_I1897_locusTag_BN877_I1897	3	0	0	11	0	0	0	0	0	0
BN877_I1898_locusTag_BN877_I1898	80	0	9	136	328	0	4	0	60	173
BN877_I1899_locusTag_BN877_I1899	24	0	2	45	43	1	0	16	15	28
BN877_I1900_locusTag_BN877_I1900	44	0	8	69	241	8	8	13	47	100
BN877_I1901_locusTag_BN877_I1901	247	26	40	478	532	16	10	53	169	275
BN877_I1902_locusTag_BN877_I1902	6	0	0	59	16	0	0	0	17	35
BN877_I1903_locusTag_BN877_I1903	60	13	24	140	188	19	13	11	64	111
BN877_I1904_locusTag_BN877_I1904	0	0	41	123	46	11	189	184	39	106
BN877_I1905_locusTag_BN877_I1905	21	8	322	652	180	50	827	1761	293	1137
BN877_I1906_locusTag_BN877_I1906	0	5	43	49	45	9	0	1	62	45
BN877_I1907_locusTag_BN877_I1907	385	25	48	724	1264	19	27	116	171	475
BN877_I1908_locusTag_BN877_I1908	7	0	0	2	32	0	0	0	0	3
BN877_I1909_locusTag_BN877_I1909	27	0	0	29	75	0	0	0	0	39
BN877_I1910_locusTag_BN877_I1910	29	0	0	104	166	23	17	13	14	45
BN877_I1911_locusTag_BN877_I1911	24	0	40	227	99	6	11	101	24	60
BN877_I1912_locusTag_BN877_I1912	0	0	0	3	9	0	0	0	0	0
BN877_I1913_locusTag_BN877_I1913	2	3	27	86	66	8	55	123	54	108
BN877_I1914_locusTag_BN877_I1914	0	0	0	0	13	0	0	14	0	0
BN877_I1915_locusTag_BN877_I1915	1	0	4	10	63	6	5	10	2	21
BN877_I1916_locusTag_BN877_I1916	3	5	130	163	57	13	29	79	29	65
BN877_I1917_locusTag_BN877_I1917	0	0	12	112	24	0	21	20	5	28
BN877_I1918_locusTag_BN877_I1918	0	0	14	188	40	18	32	106	8	147
BN877_I1919_locusTag_BN877_I1919	65	12	564	1592	827	44	98	276	178	397
BN877_I1922_locusTag_BN877_I1922	0	0	0	1	0	0	0	10	0	0
BN877_I1925_locusTag_BN877_I1925	0	3	34	412	27	0	0	11	9	0
BN877_I1926_locusTag_BN877_I1926	0	11	0	3	16	5	48	66	19	61
BN877_I1927_locusTag_BN877_I1927	32	94	985	3551	1029	164	146	961	415	1180
BN877_I1934_locusTag_BN877_I1934	13	6	556	1397	279	70	294	795	197	501
BN877_I1935_locusTag_BN877_I1935	12	11	131	382	168	26	98	277	57	188
BN877_I1937_locusTag_BN877_I1937	43	21	593	1680	277	75	967	2386	387	1071
BN877_I1939_locusTag_BN877_I1939	0	1	104	183	47	8	40	85	60	95
BN877_I1940_locusTag_BN877_I1940	49	0	55	138	104	4	293	516	71	328
BN877_I1941_locusTag_BN877_I1941	88	28	1832	3689	961	245	3981	7816	940	2943
BN877_I1942_locusTag_BN877_I1942	16	0	91	106	57	5	85	105	7	157
BN877_I1943_locusTag_BN877_I1943	0	0	0	11	0	0	17	0	0	0
BN877_I1944_locusTag_BN877_I1944	0	0	0	0	0	0	0	22	0	7
BN877_I1945_locusTag_BN877_I1945	33	1	200	584	210	91	339	538	35	466
BN877_I1947_locusTag_BN877_I1947	0	0	8	47	4	17	24	33	0	34
BN877_I1949_locusTag_BN877_I1949	7	20	913	2638	208	42	248	553	189	617
BN877_I1953_locusTag_BN877_I1953	5	0	42	213	47	2	143	158	36	234
BN877_I1955_locusTag_BN877_I1955	16	5	170	1091	89	33	205	456	118	818
BN877_I1956_locusTag_BN877_I1956	89	26	433	4253	322	247	1050	1698	570	1427
BN877_I1957_locusTag_BN877_I1957	16	2	48	376	78	28	275	640	154	280
BN877_I1959_locusTag_BN877_I1959	21	17	275	314	311	50	72	122	129	206
BN877_I1960_locusTag_BN877_I1960	10	1	435	1699	26	51	159	451	79	185
BN877_I1961_locusTag_BN877_I1961	13	8	32	219	133	21	288	566	245	380
BN877_I1962_locusTag_BN877_I1962	234	110	3559	6478	1833	248	1255	3653	929	3015
BN877_I1963_locusTag_BN877_I1963	114	11	1046	3100	833	89	412	907	148	728
BN877_I1964_locusTag_BN877_I1964	0	10	80	254	91	11	111	301	65	91
BN877_I1965_locusTag_BN877_I1965	2	12	12	51	14	2	26	124	19	32
BN877_I1969_locusTag_BN877_I1969	16	0	163	2110	138	44	122	340	140	208
BN877_I1970_locusTag_BN877_I1970	17	3	258	1089	185	65	173	407	121	485
BN877_I1972_locusTag_BN877_I1972	60	37	1458	2565	728	63	37	132	100	579
BN877_I1973_locusTag_BN877_I1973	91	16	3580	3247	685	219	80	16	293	956
BN877_I1974_locusTag_BN877_I1974	0	0	0	2	0	0	59	39	4	0
BN877_I1975_locusTag_BN877_I1975	1	0	698	455	360	44	0	56	103	258
BN877_I1978_locusTag_BN877_I1978	21	14	173	323	227	12	264	1111	154	593
BN877_I1980_locusTag_BN877_I1980	0	0	0	0	0	0	10	0	0	19
BN877_I1981_locusTag_BN877_I1981	8	3	11	59	25	0	16	80	19	64
BN877_I1984_locusTag_BN877_I1984	5	10	88	326	109	7	136	298	37	276
BN877_I1985_locusTag_BN877_I1985	10	18	179	498	156	34	178	350	141	365
BN877_I1986_locusTag_BN877_I1986	313	463	7513	38810	1109	636	3475	9818	2883	8691
BN877_I1990_locusTag_BN877_I1990	26	11	32	94	31	25	108	238	7	77
BN877_I1991_locusTag_BN877_I1991	45	1	115	556	163	80	332	976	275	501
BN877_I1992_locusTag_BN877_I1992	1	9	16	182	9	5	78	229	35	218
BN877_I1993_locusTag_BN877_I1993	0	0	0	4	0	0	0	0	0	0
BN877_I1994_locusTag_BN877_I1994	0	0	0	0	0	0	0	14	0	0
BN877_I1995_locusTag_BN877_I1995	10	19	144	604	30	57	312	557	117	199
BN877_I1996_locusTag_BN877_I1996	7	0	20	80	11	0	70	9	11	18
BN877_I1997_locusTag_BN877_I1997	0	0	4	73	18	4	15	102	10	42
BN877_I1998_locusTag_BN877_I1998	80	24	198	357	230	52	423	715	89	371
BN877_I2003_locusTag_BN877_I2003	0	0	14	11	2	0	0	0	0	0
BN877_I2004_locusTag_BN877_I2004	5	2	78	140	42	25	71	160	69	86
BN877_I2006_locusTag_BN877_I2006	0	2	85	85	22	7	102	143	74	174
BN877_I2007_locusTag_BN877_I2007	0	7	151	241	52	5	30	216	87	90
BN877_I2008_locusTag_BN877_I2008	0	0	22	83	4	0	42	56	40	99
BN877_I2009_locusTag_BN877_I2009	230	57	284	2388	373	122	576	1567	232	723
BN877_I2010_locusTag_BN877_I2010	70	10	216	435	75	42	152	399	162	274
BN877_I2011_locusTag_BN877_I2011	24	0	31	115	29	15	143	278	19	126
BN877_I2014_locusTag_BN877_I2014	0	0	9	109	7	5	44	102	0	79
BN877_I2015_locusTag_BN877_I2015	9	19	181	382	146	17	59	163	136	377
BN877_I2037_locusTag_BN877_I2037	0	0	0	0	0	0	16	0	0	0
BN877_I2054_locusTag_BN877_I2054	0	8	100	443	194	32	72	490	80	212
BN877_I2055_locusTag_BN877_I2055	0	0	36	36	26	0	44	27	21	31
BN877_I2056_locusTag_BN877_I2056	9	2	92	387	63	14	64	104	11	10
BN877_I2058_locusTag_BN877_I2058	0	0	13	25	5	0	0	0	0	6
BN877_I2066_locusTag_BN877_I2066	5	2	91	186	55	43	48	272	67	158
BN877_I2068_locusTag_BN877_I2068	0	0	237	600	39	47	75	191	50	369
BN877_I2069_locusTag_BN877_I2069	42	15	83	453	236	92	890	2787	561	1028
BN877_I2070_locusTag_BN877_I2070	108	17	197	199	677	51	756	2321	407	1085
BN877_I2071_locusTag_BN877_I2071	10	0	4	92	60	6	0	83	15	62
BN877_I2072_locusTag_BN877_I2072	34	26	309	1349	233	48	438	1182	247	665
BN877_I2073_locusTag_BN877_I2073	0	2	13	73	11	5	35	94	33	91
BN877_I2074_locusTag_BN877_I2074	6	0	27	111	9	10	11	55	41	82
BN877_I2075_locusTag_BN877_I2075	41	0	13	24	12	2	73	138	1	101
BN877_I2076_locusTag_BN877_I2076	0	0	24	81	8	0	25	92	56	111
BN877_I2077_locusTag_BN877_I2077	1	0	55	143	17	0	97	213	39	103
BN877_I2078_locusTag_BN877_I2078	10	11	32	72	59	15	166	352	46	107
BN877_I2079_locusTag_BN877_I2079	5	3	137	216	54	12	138	378	59	119
BN877_I2080_locusTag_BN877_I2080	92	50	2319	5195	733	189	460	1318	501	1484
BN877_I2081_locusTag_BN877_I2081	6	0	8	54	7	4	0	26	9	16
BN877_I2082_locusTag_BN877_I2082	43	20	138	248	200	24	287	636	200	254
BN877_I2083_locusTag_BN877_I2083	1	0	17	100	14	11	20	185	49	74
BN877_I2084_locusTag_BN877_I2084	0	0	30	23	11	22	15	68	20	139
BN877_I2085_locusTag_BN877_I2085	0	6	57	206	73	12	101	148	27	135
BN877_I2086_locusTag_BN877_I2086	24	10	290	700	116	8	389	1072	191	573
BN877_I2087_locusTag_BN877_I2087	25	10	25	57	66	9	50	165	82	101
BN877_I2088_locusTag_BN877_I2088	71	20	126	431	152	109	197	620	67	325
BN877_I2089_locusTag_BN877_I2089	0	18	58	93	120	26	258	533	127	302
BN877_I2094_locusTag_BN877_I2094	0	0	17	71	17	6	77	114	33	56
BN877_I2095_locusTag_BN877_I2095	0	2	31	70	39	5	28	201	44	99
BN877_I2097_locusTag_BN877_I2097	0	0	0	159	19	89	23	55	72	113
BN877_I2098_locusTag_BN877_I2098	11	14	439	734	233	12	48	90	36	330
BN877_I2099_locusTag_BN877_I2099	13	0	125	438	101	129	332	376	167	215
BN877_I2100_locusTag_BN877_I2100	96	39	550	3313	1053	234	457	2043	554	1375
BN877_I2102_locusTag_BN877_I2102	11	1	55	264	100	9	188	731	96	196
BN877_I2103_locusTag_BN877_I2103	0	11	323	421	80	37	119	376	70	637
BN877_I2104_locusTag_BN877_I2104	25	0	20	57	50	6	116	395	108	152
BN877_I2105_locusTag_BN877_I2105	1	0	26	9	1	0	76	197	63	111
BN877_I2106_locusTag_BN877_I2106	4	14	21	49	17	0	91	372	36	201
BN877_I2107_locusTag_BN877_I2107	0	8	10	86	34	16	10	72	20	84
BN877_I2109_locusTag_BN877_I2109	8	2	71	373	53	2	171	671	120	295
BN877_I2110_locusTag_BN877_I2110	0	0	48	90	41	9	8	27	0	34
BN877_I2113_locusTag_BN877_I2113	0	0	0	9	0	0	0	0	0	7
BN877_I2114_locusTag_BN877_I2114	25	22	139	273	110	33	520	887	164	487
BN877_I2118_locusTag_BN877_I2118	0	0	45	81	38	13	99	177	167	200
BN877_I2119_locusTag_BN877_I2119	62	34	373	866	607	175	2217	5369	1609	2672
