gene_name	N13	N14	N15	N16	N17	N5	Rhizobium_1	Rhizobium_2	Rhizobium_synnifI4_1	Rhizobium_synnifI4_2
BN877_II0478_locusTag_BN877_II0478	5	18	47	93	164	26	78	333	79	114
BN877_II0480_locusTag_BN877_II0480	0	0	3	19	0	0	12	0	0	0
BN877_II0481_locusTag_BN877_II0481	0	7	7	21	14	0	40	36	12	29
BN877_II0485_locusTag_BN877_II0485	2	0	2	22	21	0	35	25	18	45
BN877_II0494_locusTag_BN877_II0494	0	0	6	56	8	0	9	56	21	14
BN877_II0495_locusTag_BN877_II0495	17	2	3	59	0	0	9	66	34	25
BN877_II0498_locusTag_BN877_II0498	5	0	24	69	0	0	0	3	0	24
BN877_II0501_locusTag_BN877_II0501	0	0	10	35	0	0	0	8	0	23
BN877_II0502_locusTag_BN877_II0502	0	0	21	82	4	3	11	17	0	14
BN877_II0511_locusTag_BN877_II0511	5	0	65	205	53	26	154	179	37	136
BN877_II0512_locusTag_BN877_II0512	31	12	215	307	117	21	378	636	87	228
BN877_II0513_locusTag_BN877_II0513	36	7	104	148	160	13	185	455	119	230
BN877_II0514_locusTag_BN877_II0514	0	0	23	63	13	10	15	48	15	36
BN877_II0516_locusTag_BN877_II0516	4	11	182	739	75	31	106	211	133	472
BN877_II0522_locusTag_BN877_II0522	152	55	142	506	1066	60	1468	4219	1353	3573
BN877_II0523_locusTag_BN877_II0523	308	766	5134	39611	1520	522	2394	6143	2926	6288
BN877_II0525_locusTag_BN877_II0525	6	0	115	288	61	33	20	128	81	94
BN877_II0526_locusTag_BN877_II0526	49	25	947	1909	490	112	88	170	158	573
BN877_II0528_locusTag_BN877_II0528	8	0	43	231	79	21	149	174	97	181
BN877_II0529_locusTag_BN877_II0529	0	0	182	193	98	0	113	224	85	215
BN877_II0530_locusTag_BN877_II0530	0	3	0	7	0	0	17	11	0	38
BN877_II0531_locusTag_BN877_II0531	65	13	223	401	190	35	659	970	187	595
BN877_II0532_locusTag_BN877_II0532	0	0	55	106	18	7	38	48	15	93
BN877_II0533_locusTag_BN877_II0533	0	0	69	339	50	28	128	279	50	234
BN877_II0535_locusTag_BN877_II0535	31	14	824	2521	448	184	873	2127	866	1724
BN877_II0537_locusTag_BN877_II0537	0	0	24	163	48	11	101	146	9	47
BN877_II0538_locusTag_BN877_II0538	27	0	43	71	40	12	73	92	70	31
BN877_II0539_locusTag_BN877_II0539	70	0	64	183	13	24	106	235	39	118
BN877_II0540_locusTag_BN877_II0540	45	19	180	623	248	88	744	1904	332	974
BN877_II0541_locusTag_BN877_II0541	170	58	897	6879	954	403	930	2457	246	831
BN877_II0542_locusTag_BN877_II0542	0	0	0	27	1	0	50	39	0	0
BN877_II0543_locusTag_BN877_II0543	0	18	95	268	40	1	226	347	14	158
BN877_II0544_locusTag_BN877_II0544	62	45	176	324	427	40	816	1853	558	1451
BN877_II0545_locusTag_BN877_II0545	0	0	9	43	6	0	17	20	0	31
BN877_II0546_locusTag_BN877_II0546	28	0	27	84	44	16	44	72	18	71
BN877_II0547_locusTag_BN877_II0547	267	27	555	1274	699	24	310	710	116	541
BN877_II0548_locusTag_BN877_II0548	20	25	148	455	97	3	106	306	160	45
BN877_II0549_locusTag_BN877_II0549	0	9	34	182	8	0	8	35	9	59
BN877_II0550_locusTag_BN877_II0550	0	0	54	167	4	9	38	20	15	31
BN877_II0551_locusTag_BN877_II0551	12	7	286	756	111	12	124	172	19	134
BN877_II0552_locusTag_BN877_II0552	0	0	1	6	13	19	0	0	0	12
BN877_II0553_locusTag_BN877_II0553	0	20	262	582	62	30	15	22	40	134
BN877_II0554_locusTag_BN877_II0554	0	0	123	188	26	15	17	75	45	44
BN877_II0555_locusTag_BN877_II0555	16	7	236	699	90	81	177	295	112	478
BN877_II0556_locusTag_BN877_II0556	33	12	1359	2245	217	158	213	368	145	610
BN877_II0557_locusTag_BN877_II0557	0	38	529	933	108	59	38	56	17	106
BN877_II0558_locusTag_BN877_II0558	0	0	19	40	0	3	19	0	0	0
BN877_II0559_locusTag_BN877_II0559	0	0	16	77	0	9	10	18	0	28
BN877_II0560_locusTag_BN877_II0560	0	0	33	92	9	10	0	46	31	10
BN877_II0561_locusTag_BN877_II0561	0	0	22	44	12	0	0	17	0	36
BN877_II0562_locusTag_BN877_II0562	9	0	190	276	58	29	24	155	8	71
BN877_II0563_locusTag_BN877_II0563	0	0	8	16	21	0	12	21	0	28
BN877_II0564_locusTag_BN877_II0564	0	0	58	113	32	6	7	142	14	133
BN877_II0565_locusTag_BN877_II0565	15	0	125	287	117	17	257	542	82	278
BN877_II0566_locusTag_BN877_II0566	19	8	65	250	229	22	376	1004	187	613
BN877_II0567_locusTag_BN877_II0567	0	0	0	12	0	2	0	0	0	0
BN877_II0569_locusTag_BN877_II0569	0	0	23	38	14	0	16	49	0	11
BN877_II0570_locusTag_BN877_II0570	0	0	23	57	9	6	18	31	0	57
BN877_II0571_locusTag_BN877_II0571	0	0	8	39	5	0	0	17	2	29
BN877_II0572_locusTag_BN877_II0572	21	34	165	362	84	32	211	444	67	320
BN877_II0573_locusTag_BN877_II0573	0	0	45	43	44	2	15	50	22	106
BN877_II0574_locusTag_BN877_II0574	0	0	51	93	33	0	24	84	12	97
BN877_II0575_locusTag_BN877_II0575	0	0	0	0	0	0	0	0	0	7
BN877_II0576_locusTag_BN877_II0576	0	0	0	20	3	0	0	11	5	21
BN877_II0577_locusTag_BN877_II0577	18	0	86	215	101	23	151	200	79	228
BN877_II0578_locusTag_BN877_II0578	5	0	61	235	34	17	40	77	9	61
BN877_II0582_locusTag_BN877_II0582	0	0	55	176	44	21	55	132	34	141
BN877_II0584_locusTag_BN877_II0584	0	0	9	22	11	0	0	18	0	0
BN877_II0587_locusTag_BN877_II0587	0	0	59	95	30	0	59	45	0	20
BN877_II0588_locusTag_BN877_II0588	12	5	160	414	95	18	16	146	67	171
BN877_II0589_locusTag_BN877_II0589	10	0	116	280	26	9	159	311	32	162
BN877_II0590_locusTag_BN877_II0590	5	8	27	242	24	7	9	24	0	28
BN877_II0591_locusTag_BN877_II0591	4	0	71	147	33	8	33	4	19	98
BN877_II0592_locusTag_BN877_II0592	7	0	35	58	12	0	64	210	31	56
BN877_II0593_locusTag_BN877_II0593	0	5	135	618	81	30	48	155	24	100
BN877_II0594_locusTag_BN877_II0594	0	0	44	119	34	4	65	96	20	90
BN877_II0595_locusTag_BN877_II0595	0	0	0	2	2	0	0	0	0	0
BN877_II0597_locusTag_BN877_II0597	0	1	18	43	47	12	46	67	36	67
BN877_II0601_locusTag_BN877_II0601	10	0	3	46	12	27	89	86	19	94
BN877_II0604_locusTag_BN877_II0604	18	0	30	51	10	15	2	23	11	35
BN877_II0606_locusTag_BN877_II0606	101	23	507	1488	697	125	2572	6275	1555	3016
BN877_II0607_locusTag_BN877_II0607	38	13	153	179	100	13	99	316	35	114
BN877_II0609_locusTag_BN877_II0609	13	5	71	244	75	14	204	254	107	243
BN877_II0612_locusTag_BN877_II0612	2	5	137	455	113	25	298	657	192	344
BN877_II0613_locusTag_BN877_II0613	0	1	48	222	15	16	179	486	55	164
BN877_II0614_locusTag_BN877_II0614	0	0	196	438	65	28	156	397	140	388
BN877_II0615_locusTag_BN877_II0615	13	7	239	742	119	29	343	717	208	439
BN877_II0618_locusTag_BN877_II0618	14	19	183	1077	161	10	125	413	114	308
BN877_II0619_locusTag_BN877_II0619	45	14	329	732	274	40	55	399	113	299
BN877_II0620_locusTag_BN877_II0620	0	7	62	55	55	2	64	134	56	129
BN877_II0621_locusTag_BN877_II0621	22	18	349	830	218	65	591	1399	329	759
BN877_II0625_locusTag_BN877_II0625	18	5	72	320	56	3	53	165	52	139
BN877_II0626_locusTag_BN877_II0626	3	16	113	128	48	12	96	257	89	239
BN877_II0629_locusTag_BN877_II0629	28	0	222	1181	198	18	216	294	98	419
BN877_II0630_locusTag_BN877_II0630	0	0	48	260	4	9	33	54	18	127
BN877_II0631_locusTag_BN877_II0631	1	0	151	428	95	24	86	324	119	320
BN877_II0632_locusTag_BN877_II0632	0	0	55	135	29	10	21	176	21	124
BN877_II0633_locusTag_BN877_II0633	0	0	14	33	0	0	19	4	0	8
BN877_II0636_locusTag_BN877_II0636	78	41	458	1267	545	174	1233	2507	378	1575
BN877_II0637_locusTag_BN877_II0637	0	14	40	51	30	18	36	243	22	74
BN877_II0638_locusTag_BN877_II0638	28	4	121	708	143	71	414	1161	226	642
BN877_II0639_locusTag_BN877_II0639	29	82	512	1500	298	122	1088	2347	347	1109
BN877_II0640_locusTag_BN877_II0640	47	28	326	625	446	91	322	722	157	645
BN877_II0641_locusTag_BN877_II0641	0	0	0	9	0	0	0	0	0	0
BN877_II0642_locusTag_BN877_II0642	30	50	566	957	256	41	92	251	84	280
BN877_II0645_locusTag_BN877_II0645	0	0	35	90	25	0	34	0	0	2
BN877_II0646_locusTag_BN877_II0646	30	9	353	764	272	42	103	320	183	332
BN877_II0647_locusTag_BN877_II0647	86	25	1926	4359	988	124	540	1958	401	1194
BN877_II0648_locusTag_BN877_II0648	17	11	185	562	99	41	144	502	215	327
BN877_II0651_locusTag_BN877_II0651	54	46	1579	7007	201	48	241	330	115	467
BN877_II0652_locusTag_BN877_II0652	354	301	3762	15958	1704	483	403	1004	577	1396
BN877_II0655_locusTag_BN877_II0655	168	22	712	1389	413	234	1039	1852	287	771
BN877_II0660_locusTag_BN877_II0660	149	88	745	3064	845	195	2734	9220	4607	5318
BN877_II0664_locusTag_BN877_II0664	35	0	319	781	100	58	359	546	163	566
BN877_II0668_locusTag_BN877_II0668	0	0	1	39	39	0	7	21	11	76
BN877_II0669_locusTag_BN877_II0669	0	0	0	38	0	0	19	75	11	41
BN877_II0670_locusTag_BN877_II0670	0	0	14	104	37	0	26	49	14	53
BN877_II0675_locusTag_BN877_II0675	4	13	709	2482	385	143	530	795	223	789
BN877_II0676_locusTag_BN877_II0676	25	1	104	225	62	22	131	156	142	194
BN877_II0677_locusTag_BN877_II0677	55	8	95	173	442	50	1173	2581	819	1715
BN877_II0678_locusTag_BN877_II0678	4	4	190	879	93	37	153	433	62	111
BN877_II0679_locusTag_BN877_II0679	6	7	163	671	30	69	199	306	30	209
BN877_II0680_locusTag_BN877_II0680	69	65	801	2291	395	97	1857	2661	844	1516
BN877_II0681_locusTag_BN877_II0681	1	6	35	241	217	10	140	228	102	105
BN877_II0682_locusTag_BN877_II0682	0	0	19	40	23	0	79	58	43	67
BN877_II0683_locusTag_BN877_II0683	0	0	0	0	0	0	0	0	0	0
BN877_II0688_locusTag_BN877_II0688	83	21	90	333	364	13	628	1978	362	749
BN877_II0689_locusTag_BN877_II0689	0	19	262	540	117	46	152	459	185	535
BN877_II0690_locusTag_BN877_II0690	17	0	4	96	20	9	21	76	35	223
BN877_II0691_locusTag_BN877_II0691	91	48	251	854	544	211	663	1823	351	911
BN877_II0693_locusTag_BN877_II0693	98	20	2946	6091	1079	174	775	1301	272	877
BN877_II0694_locusTag_BN877_II0694	19	11	513	937	268	65	517	990	222	698
BN877_II0695_locusTag_BN877_II0695	2	18	85	318	199	20	87	440	179	212
BN877_II0696_locusTag_BN877_II0696	0	0	47	113	86	12	350	545	114	436
BN877_II0697_locusTag_BN877_II0697	57	20	257	726	230	75	540	1249	632	1029
BN877_II0698_locusTag_BN877_II0698	14	14	764	1884	267	70	379	947	231	654
BN877_II0699_locusTag_BN877_II0699	12	19	350	1387	141	89	499	1253	242	768
BN877_II0700_locusTag_BN877_II0700	22	0	173	285	75	31	144	577	123	194
BN877_II0701_locusTag_BN877_II0701	0	8	97	159	84	10	140	297	83	213
BN877_II0702_locusTag_BN877_II0702	113	52	225	283	938	96	2964	10023	2461	3451
BN877_II0703_locusTag_BN877_II0703	0	0	2	12	1	0	0	0	8	47
BN877_II0704_locusTag_BN877_II0704	0	0	18	58	46	6	39	82	17	17
BN877_II0709_locusTag_BN877_II0709	21	15	590	3026	241	106	773	1094	425	1730
BN877_II0710_locusTag_BN877_II0710	2	7	185	491	105	26	107	274	144	423
BN877_II0711_locusTag_BN877_II0711	0	0	49	180	65	0	76	301	41	155
BN877_II0712_locusTag_BN877_II0712	11	0	131	449	181	13	151	298	128	169
BN877_II0713_locusTag_BN877_II0713	30	25	544	1564	264	80	1155	1881	561	1130
BN877_II0715_locusTag_BN877_II0715	319	118	1902	5100	1242	418	5291	10880	1609	4977
BN877_II0716_locusTag_BN877_II0716	341	95	763	2232	673	102	445	1634	181	736
BN877_II0717_locusTag_BN877_II0717	0	0	0	0	0	0	0	0	0	0
BN877_II0718_locusTag_BN877_II0718	52	7	624	1186	378	75	463	925	299	925
BN877_II0719_locusTag_BN877_II0719	0	0	124	112	67	0	54	162	29	144
BN877_II0720_locusTag_BN877_II0720	37	3	171	507	138	35	299	561	232	472
BN877_II0723_locusTag_BN877_II0723	34	42	785	872	640	116	868	2073	357	1105
BN877_II0725_locusTag_BN877_II0725	37	34	275	489	421	40	502	876	179	430
BN877_II0726_locusTag_BN877_II0726	0	8	61	80	141	6	87	524	49	325
BN877_II0728_locusTag_BN877_II0728	0	0	8	101	25	8	19	149	57	67
BN877_II0729_locusTag_BN877_II0729	2	0	30	122	26	36	83	267	77	164
BN877_II0731_locusTag_BN877_II0731	159	44	362	810	463	123	1012	2174	595	1091
BN877_II0732_locusTag_BN877_II0732	91	54	231	565	262	90	552	1127	180	632
BN877_II0733_locusTag_BN877_II0733	0	0	1	4	0	0	0	0	47	21
BN877_II0734_locusTag_BN877_II0734	7	0	0	59	37	0	104	122	39	75
BN877_II0735_locusTag_BN877_II0735	1	0	3	66	0	2	28	96	17	36
BN877_II0743_locusTag_BN877_II0743	0	0	0	7	0	0	0	0	0	0
BN877_II0745_locusTag_BN877_II0745	0	0	0	0	0	0	0	0	0	0
BN877_II0746_locusTag_BN877_II0746	0	0	0	0	0	0	0	0	0	0
BN877_II0751_locusTag_BN877_II0751	10	17	232	406	242	23	785	1228	227	560
BN877_II0752_locusTag_BN877_II0752	13	0	80	294	97	16	214	485	54	130
BN877_II0753_locusTag_BN877_II0753	33	12	176	705	139	32	332	1311	111	408
BN877_II0754_locusTag_BN877_II0754	2	0	43	709	101	8	131	252	7	118
BN877_II0755_locusTag_BN877_II0755	1	0	37	73	34	20	0	143	13	93
BN877_II0756_locusTag_BN877_II0756	0	0	0	12	9	0	11	24	0	0
BN877_II0757_locusTag_BN877_II0757	0	0	1	0	0	0	0	0	17	14
BN877_II0758_locusTag_BN877_II0758	2	0	10	7	0	0	11	12	0	8
BN877_II0759_locusTag_BN877_II0759	0	0	0	3	0	0	0	0	0	0
BN877_II0760_locusTag_BN877_II0760	0	4	2	6	0	0	0	0	0	0
BN877_II0761_locusTag_BN877_II0761	0	0	2	8	1	0	5	25	10	9
BN877_II0762_locusTag_BN877_II0762	9	0	40	87	57	18	56	87	33	34
BN877_II0763_locusTag_BN877_II0763	0	0	0	13	0	0	21	42	0	0
BN877_II0764_locusTag_BN877_II0764	0	0	16	10	27	0	17	27	0	5
BN877_II0765_locusTag_BN877_II0765	0	0	0	12	0	0	10	47	20	0
BN877_II0766_locusTag_BN877_II0766	8	0	42	130	31	0	303	652	72	305
BN877_II0767_locusTag_BN877_II0767	7	32	83	311	77	17	344	285	133	103
BN877_II0768_locusTag_BN877_II0768	90	21	156	404	260	122	254	656	210	527
BN877_II0769_locusTag_BN877_II0769	0	0	0	19	0	0	7	10	12	20
BN877_II0770_locusTag_BN877_II0770	0	0	148	310	45	39	142	214	28	208
BN877_II0771_locusTag_BN877_II0771	16	8	40	137	63	7	5	56	32	59
BN877_II0772_locusTag_BN877_II0772	0	0	18	26	0	0	4	19	0	0
BN877_II0773_locusTag_BN877_II0773	0	0	0	17	0	0	0	21	0	0
BN877_II0774_locusTag_BN877_II0774	0	15	42	92	41	16	18	35	6	28
BN877_II0775_locusTag_BN877_II0775	15	10	101	366	165	27	97	184	103	226
BN877_II0776_locusTag_BN877_II0776	162	75	521	878	670	80	90	243	146	416
BN877_II0777_locusTag_BN877_II0777	41	0	127	229	88	7	248	676	137	414
BN877_II0778_locusTag_BN877_II0778	64	8	90	282	71	47	196	535	38	140
BN877_II0779_locusTag_BN877_II0779	10	0	77	246	86	27	133	443	130	183
BN877_II0780_locusTag_BN877_II0780	5	0	22	71	52	0	25	127	39	106
BN877_II0781_locusTag_BN877_II0781	0	14	18	194	43	9	92	177	64	221
BN877_II0784_locusTag_BN877_II0784	2	0	9	44	0	7	12	28	0	54
BN877_II0785_locusTag_BN877_II0785	0	0	8	75	10	17	10	23	5	40
BN877_II0786_locusTag_BN877_II0786	0	0	0	59	6	1	100	118	20	76
BN877_II0787_locusTag_BN877_II0787	0	0	5	46	8	9	0	17	11	23
BN877_II0788_locusTag_BN877_II0788	0	0	8	39	8	12	41	83	0	45
BN877_II0789_locusTag_BN877_II0789	0	0	22	0	4	0	8	25	0	4
BN877_II0790_locusTag_BN877_II0790	0	0	6	0	16	7	67	39	0	15
BN877_II0791_locusTag_BN877_II0791	7	13	96	141	107	18	123	484	78	466
BN877_II0792_locusTag_BN877_II0792	0	14	92	221	78	26	241	472	68	437
BN877_II0793_locusTag_BN877_II0793	0	0	0	7	2	0	0	34	10	17
BN877_II0794_locusTag_BN877_II0794	0	0	2	4	0	0	0	0	0	0
BN877_II0795_locusTag_BN877_II0795	3	0	46	151	54	11	31	215	59	148
BN877_II0796_locusTag_BN877_II0796	86	143	334	890	675	112	1680	4373	816	1647
BN877_II0797_locusTag_BN877_II0797	15	4	17	58	66	0	89	137	26	107
BN877_II0798_locusTag_BN877_II0798	0	0	0	7	0	0	0	12	0	0
BN877_II0799_locusTag_BN877_II0799	0	0	0	97	3	4	0	54	0	17
BN877_II0800_locusTag_BN877_II0800	4	0	8	7	7	9	14	81	12	19
BN877_II0801_locusTag_BN877_II0801	6	1	30	107	16	7	29	70	14	55
BN877_II0802_locusTag_BN877_II0802	8	18	136	235	319	43	320	1168	191	546
BN877_II0803_locusTag_BN877_II0803	22	0	144	447	55	29	34	216	83	146
BN877_II0808_locusTag_BN877_II0808	0	4	67	66	10	20	29	68	24	78
BN877_II0809_locusTag_BN877_II0809	26	41	161	594	222	60	163	475	96	281
BN877_II0810_locusTag_BN877_II0810	7	8	59	88	42	3	108	105	64	86
BN877_II0811_locusTag_BN877_II0811	2	0	8	239	21	2	83	325	39	95
BN877_II0812_locusTag_BN877_II0812	0	0	22	24	0	0	7	31	0	21
BN877_II0813_locusTag_BN877_II0813	0	3	1	15	0	0	3	11	0	0
BN877_II0814_locusTag_BN877_II0814	282	62	494	601	345	57	728	1580	189	502
BN877_II0815_locusTag_BN877_II0815	0	0	1	2	1	0	0	0	0	0
BN877_II0816_locusTag_BN877_II0816	40	4	111	541	162	17	174	348	46	178
BN877_II0817_locusTag_BN877_II0817	8	4	61	102	142	15	106	242	37	128
BN877_II0820_locusTag_BN877_II0820	1	0	0	0	0	0	0	0	0	0
BN877_II0821_locusTag_BN877_II0821	0	0	24	51	28	9	11	75	22	30
BN877_II0822_locusTag_BN877_II0822	9	5	32	31	6	14	0	37	10	30
BN877_II0828_locusTag_BN877_II0828	0	0	5	25	9	5	0	10	0	0
BN877_II0829_locusTag_BN877_II0829	0	0	0	0	0	0	0	0	0	0
BN877_II0830_locusTag_BN877_II0830	12	0	22	37	26	0	25	67	0	33
BN877_II0831_locusTag_BN877_II0831	0	0	29	41	26	3	127	41	35	124
BN877_II0832_locusTag_BN877_II0832	1	0	0	2	1	13	0	29	0	15
BN877_II0833_locusTag_BN877_II0833	0	7	26	81	20	0	104	32	11	22
BN877_II0834_locusTag_BN877_II0834	0	0	21	4	0	0	0	0	0	10
BN877_II0835_locusTag_BN877_II0835	0	0	0	69	9	0	21	4	0	0
BN877_II0836_locusTag_BN877_II0836	0	0	12	7	6	0	0	20	0	6
BN877_II0837_locusTag_BN877_II0837	0	0	7	7	0	0	37	10	0	0
BN877_II0838_locusTag_BN877_II0838	11	0	0	22	0	0	13	18	0	0
BN877_II0841_locusTag_BN877_II0841	0	13	3	12	18	12	20	6	0	12
BN877_II0842_locusTag_BN877_II0842	0	0	0	20	5	0	34	18	10	7
BN877_II0843_locusTag_BN877_II0843	17	0	0	34	1	0	9	44	2	14
BN877_II0844_locusTag_BN877_II0844	0	3	22	23	42	5	40	139	61	83
BN877_II0849_locusTag_BN877_II0849	3	13	10	163	62	10	0	26	51	56
BN877_II0850_locusTag_BN877_II0850	1	0	61	143	130	6	52	87	9	160
BN877_II0851_locusTag_BN877_II0851	29	3	120	600	157	47	404	976	181	382
BN877_II0853_locusTag_BN877_II0853	112	50	692	2606	632	71	9	93	496	997
BN877_II0854_locusTag_BN877_II0854	4	16	87	556	94	10	9	27	91	218
BN877_II0855_locusTag_BN877_II0855	0	0	57	35	4	0	7	0	0	0
BN877_II0856_locusTag_BN877_II0856	11	0	39	80	11	0	51	84	22	24
BN877_II0857_locusTag_BN877_II0857	16	0	131	437	173	16	380	697	117	269
BN877_II0858_locusTag_BN877_II0858	26	11	83	148	151	18	260	723	97	187
BN877_II0859_locusTag_BN877_II0859	4	11	43	167	113	37	170	211	85	194
BN877_II0860_locusTag_BN877_II0860	4	0	14	20	2	1	0	72	13	25
BN877_II0861_locusTag_BN877_II0861	0	2	30	219	34	34	16	93	21	80
BN877_II0862_locusTag_BN877_II0862	0	0	82	259	36	44	158	243	110	269
BN877_II0863_locusTag_BN877_II0863	6	0	34	117	12	12	18	58	0	36
BN877_II0864_locusTag_BN877_II0864	0	0	0	66	23	3	14	41	24	9
BN877_II0865_locusTag_BN877_II0865	0	0	38	118	0	0	58	43	24	58
BN877_II0866_locusTag_BN877_II0866	0	0	0	81	3	3	2	32	0	10
BN877_II0869_locusTag_BN877_II0869	0	0	0	33	0	10	0	36	0	42
BN877_II0870_locusTag_BN877_II0870	0	0	0	0	0	2	0	0	0	0
BN877_II0872_locusTag_BN877_II0872	0	0	45	150	30	13	31	78	0	60
BN877_II0873_locusTag_BN877_II0873	3	0	23	115	51	10	142	255	37	112
BN877_II0874_locusTag_BN877_II0874	0	0	5	60	8	0	0	27	0	0
BN877_II0875_locusTag_BN877_II0875	0	0	3	15	7	16	0	2	0	25
BN877_II0876_locusTag_BN877_II0876	0	0	39	60	15	5	67	102	21	33
BN877_II0877_locusTag_BN877_II0877	0	0	0	17	0	0	13	13	0	9
BN877_II0878_locusTag_BN877_II0878	0	0	7	3	0	0	0	2	0	17
BN877_II0879_locusTag_BN877_II0879	0	0	7	28	20	5	16	29	14	36
BN877_II0880_locusTag_BN877_II0880	0	0	18	75	98	10	129	233	71	136
BN877_II0881_locusTag_BN877_II0881	0	6	72	80	14	1	35	117	6	69
BN877_II0882_locusTag_BN877_II0882	0	1	7	12	45	4	3	19	0	0
BN877_II0883_locusTag_BN877_II0883	0	0	24	7	0	0	0	23	0	9
BN877_II0884_locusTag_BN877_II0884	0	0	8	13	10	0	8	7	18	38
BN877_II0885_locusTag_BN877_II0885	12	0	18	76	23	9	39	44	8	45
BN877_II0886_locusTag_BN877_II0886	9	6	164	446	103	3	296	800	81	215
BN877_II0887_locusTag_BN877_II0887	0	0	0	7	13	0	0	12	0	15
BN877_II0888_locusTag_BN877_II0888	5	7	810	2390	127	63	210	491	123	389
BN877_II0889_locusTag_BN877_II0889	10	0	36	235	25	6	38	76	17	50
BN877_II0890_locusTag_BN877_II0890	0	4	17	61	7	0	10	19	13	51
BN877_II0891_locusTag_BN877_II0891	4	13	28	225	62	27	84	231	46	60
BN877_II0892_locusTag_BN877_II0892	0	0	0	15	0	0	17	24	0	10
BN877_II0893_locusTag_BN877_II0893	0	0	26	157	10	4	144	208	56	70
BN877_II0894_locusTag_BN877_II0894	0	0	18	8	0	0	85	103	21	57
BN877_II0895_locusTag_BN877_II0895	15	7	121	379	209	24	148	689	216	348
BN877_II0896_locusTag_BN877_II0896	3	0	9	70	7	0	54	168	7	87
BN877_II0897_locusTag_BN877_II0897	0	0	0	4	0	0	12	0	0	0
BN877_II0898_locusTag_BN877_II0898	0	0	0	15	20	0	11	14	0	0
BN877_II0899_locusTag_BN877_II0899	3	0	0	4	0	0	0	0	0	0
BN877_II0900_locusTag_BN877_II0900	7	0	4	0	8	49	43	41	7	18
BN877_II0901_locusTag_BN877_II0901	10	7	69	47	107	3	158	462	145	266
BN877_II0902_locusTag_BN877_II0902	13	0	22	97	3	0	87	176	13	79
BN877_II0903_locusTag_BN877_II0903	0	0	0	10	7	0	9	30	0	0
BN877_II0904_locusTag_BN877_II0904	0	0	0	0	0	0	31	17	3	2
BN877_II0905_locusTag_BN877_II0905	1	0	32	134	99	12	96	447	111	231
BN877_II0906_locusTag_BN877_II0906	0	0	19	95	26	1	15	65	40	26
BN877_II0907_locusTag_BN877_II0907	105	23	753	817	182	98	321	535	192	807
BN877_II0908_locusTag_BN877_II0908	16	2	87	205	25	25	135	118	21	120
BN877_II0909_locusTag_BN877_II0909	16	8	52	324	133	34	228	600	92	300
BN877_II0910_locusTag_BN877_II0910	10	0	22	51	6	0	15	13	0	25
BN877_II0911_locusTag_BN877_II0911	0	9	49	294	76	0	9	24	0	41
BN877_II0913_locusTag_BN877_II0913	0	4	6	39	15	0	22	42	0	38
BN877_II0914_locusTag_BN877_II0914	0	0	34	72	4	5	0	3	0	18
BN877_II0915_locusTag_BN877_II0915	8	3	61	256	91	26	49	98	42	115
BN877_II0917_locusTag_BN877_II0917	5	0	50	124	9	3	146	79	50	39
BN877_II0918_locusTag_BN877_II0918	0	0	6	12	8	0	0	13	0	0
BN877_II0919_locusTag_BN877_II0919	0	0	5	12	7	0	3	32	3	0
BN877_II0920_locusTag_BN877_II0920	0	0	8	36	2	5	38	26	13	10
BN877_II0921_locusTag_BN877_II0921	0	0	10	25	2	8	0	0	0	36
BN877_II0922_locusTag_BN877_II0922	8	0	46	161	43	13	46	58	14	82
BN877_II0923_locusTag_BN877_II0923	0	0	0	11	0	6	0	28	0	0
BN877_II0924_locusTag_BN877_II0924	0	0	198	490	50	14	81	88	0	112
BN877_II0925_locusTag_BN877_II0925	0	0	11	147	1	0	11	18	0	10
BN877_II0926_locusTag_BN877_II0926	0	0	34	50	0	0	0	10	0	0
BN877_II0927_locusTag_BN877_II0927	0	0	13	23	0	5	8	25	0	9
BN877_II0928_locusTag_BN877_II0928	0	0	36	54	7	2	21	40	11	9
BN877_II0929_locusTag_BN877_II0929	0	0	4	25	13	0	32	44	9	22
BN877_II0930_locusTag_BN877_II0930	0	0	47	16	3	0	41	69	8	44
BN877_II0931_locusTag_BN877_II0931	0	0	9	86	13	1	69	59	18	5
BN877_II0932_locusTag_BN877_II0932	0	0	23	16	11	0	49	12	0	3
BN877_II0933_locusTag_BN877_II0933	0	0	0	18	0	0	0	27	0	23
BN877_II0935_locusTag_BN877_II0935	14	0	40	285	80	38	110	263	78	131
BN877_II0936_locusTag_BN877_II0936	2	1	25	33	1	13	35	69	0	8
BN877_II0937_locusTag_BN877_II0937	0	0	29	48	18	12	15	67	50	60
BN877_II0939_locusTag_BN877_II0939	0	0	0	36	0	0	10	5	0	18
BN877_II0940_locusTag_BN877_II0940	0	0	9	37	0	1	60	100	6	107
BN877_II0942_locusTag_BN877_II0942	0	0	6	44	0	8	0	12	0	0
BN877_II0943_locusTag_BN877_II0943	0	0	7	138	0	7	0	12	0	0
BN877_II0944_locusTag_BN877_II0944	0	0	4	68	0	14	5	0	0	16
BN877_II0945_locusTag_BN877_II0945	0	0	34	171	0	24	15	7	18	19
BN877_II0946_locusTag_BN877_II0946	21	0	45	289	29	28	20	80	14	33
BN877_II0947_locusTag_BN877_II0947	0	0	72	361	44	33	39	156	43	30
BN877_II0948_locusTag_BN877_II0948	0	0	3	214	0	7	12	0	11	4
